,IOC,Breeding Range,Order,Family,Indonesian
4908,Scelorchilus rubecula,SA,PASSERIFORMES,Rhinocryptidae,Chucao Tapaculo
4909,Rhinocrypta lanceolata,SA,PASSERIFORMES,Rhinocryptidae,Crested Gallito
4910,Teledromas fuscus,SA,PASSERIFORMES,Rhinocryptidae,Sandy Gallito
4911,Liosceles thoracicus,SA,PASSERIFORMES,Rhinocryptidae,Rusty-belted Tapaculo
4912,Psilorhamphus guttatus,SA,PASSERIFORMES,Rhinocryptidae,Spotted Bamboowren
4913,Merulaxis ater,SA,PASSERIFORMES,Rhinocryptidae,Slaty Bristlefront
4914,Merulaxis stresemanni,SA,PASSERIFORMES,Rhinocryptidae,Stresemann's Bristlefront
4915,Eugralla paradoxa,SA,PASSERIFORMES,Rhinocryptidae,Ochre-flanked Tapaculo
4916,Myornis senilis,SA,PASSERIFORMES,Rhinocryptidae,Ash-colored Tapaculo
4917,Eleoscytalopus indigoticus,SA,PASSERIFORMES,Rhinocryptidae,White-breasted Tapaculo
4918,Eleoscytalopus psychopompus,SA,PASSERIFORMES,Rhinocryptidae,Bahia Tapaculo
4919,Scytalopus iraiensis,SA,PASSERIFORMES,Rhinocryptidae,Marsh Tapaculo
4920,Scytalopus diamantinensis,SA,PASSERIFORMES,Rhinocryptidae,Diamantina Tapaculo
4921,Scytalopus novacapitalis,SA,PASSERIFORMES,Rhinocryptidae,Brasilia Tapaculo
4922,Scytalopus petrophilus,SA,PASSERIFORMES,Rhinocryptidae,Rock Tapaculo
4923,Scytalopus pachecoi,SA,PASSERIFORMES,Rhinocryptidae,Planalto Tapaculo
4924,Scytalopus gonzagai,SA,PASSERIFORMES,Rhinocryptidae,Boa Nova Tapaculo
4925,Scytalopus speluncae,SA,PASSERIFORMES,Rhinocryptidae,Mouse-colored Tapaculo
4926,Scytalopus fuscus,SA,PASSERIFORMES,Rhinocryptidae,Dusky Tapaculo
4927,Scytalopus magellanicus,SA,PASSERIFORMES,Rhinocryptidae,Magellanic Tapaculo
4928,Scytalopus affinis,SA,PASSERIFORMES,Rhinocryptidae,Ancash Tapaculo
4929,Scytalopus krabbei,SA,PASSERIFORMES,Rhinocryptidae,White-winged Tapaculo
4930,Scytalopus androstictus,SA,PASSERIFORMES,Rhinocryptidae,Loja Tapaculo
4931,Scytalopus opacus,SA,PASSERIFORMES,Rhinocryptidae,Paramo Tapaculo
4932,Scytalopus canus,SA,PASSERIFORMES,Rhinocryptidae,Paramillo Tapaculo
4933,Scytalopus superciliaris,SA,PASSERIFORMES,Rhinocryptidae,White-browed Tapaculo
4934,Scytalopus zimmeri,SA,PASSERIFORMES,Rhinocryptidae,Zimmer's Tapaculo
4935,Scytalopus simonsi,SA,PASSERIFORMES,Rhinocryptidae,Puna Tapaculo
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,Diademed Tapaculo
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,Vilcabamba Tapaculo
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,Ampay Tapaculo
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,Jalca Tapaculo
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,Neblina Tapaculo
4941,Scytalopus parvirostris,SA,PASSERIFORMES,Rhinocryptidae,Trilling Tapaculo
4942,Scytalopus bolivianus,SA,PASSERIFORMES,Rhinocryptidae,Bolivian Tapaculo
4943,Scytalopus atratus,SA,PASSERIFORMES,Rhinocryptidae,White-crowned Tapaculo
4944,Scytalopus sanctaemartae,SA,PASSERIFORMES,Rhinocryptidae,Santa Marta Tapaculo
4945,Scytalopus micropterus,SA,PASSERIFORMES,Rhinocryptidae,Long-tailed Tapaculo
4946,Scytalopus femoralis,SA,PASSERIFORMES,Rhinocryptidae,Rufous-vented Tapaculo
4947,Scytalopus intermedius,SA,PASSERIFORMES,Rhinocryptidae,Utcubamba Tapaculo
4948,Scytalopus macropus,SA,PASSERIFORMES,Rhinocryptidae,Large-footed Tapaculo
4949,Scytalopus gettyae,SA,PASSERIFORMES,Rhinocryptidae,Junin Tapaculo
4950,Scytalopus unicolor,SA,PASSERIFORMES,Rhinocryptidae,Unicolored Tapaculo
4951,Scytalopus acutirostris,SA,PASSERIFORMES,Rhinocryptidae,Tschudi's Tapaculo
4952,Scytalopus latrans,SA,PASSERIFORMES,Rhinocryptidae,Blackish Tapaculo
4953,Scytalopus argentifrons,MA,PASSERIFORMES,Rhinocryptidae,Silvery-fronted Tapaculo
4954,Scytalopus vicinior,SA,PASSERIFORMES,Rhinocryptidae,Narino Tapaculo
4955,Scytalopus panamensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,Tacarcuna Tapaculo
4956,Scytalopus chocoensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,Choco Tapaculo
4957,Scytalopus rodriguezi,SA,PASSERIFORMES,Rhinocryptidae,Magdalena Tapaculo
4958,Scytalopus stilesi,SA,PASSERIFORMES,Rhinocryptidae,Stiles's Tapaculo
4959,Scytalopus alvarezlopezi,SA,PASSERIFORMES,Rhinocryptidae,Tatama Tapaculo
4960,Scytalopus robbinsi,SA,PASSERIFORMES,Rhinocryptidae,El Oro Tapaculo
4961,Scytalopus caracae,SA,PASSERIFORMES,Rhinocryptidae,Caracas Tapaculo
4962,Scytalopus griseicollis,SA,PASSERIFORMES,Rhinocryptidae,Pale-bellied Tapaculo
4963,Scytalopus latebricola,SA,PASSERIFORMES,Rhinocryptidae,Brown-rumped Tapaculo
4964,Scytalopus perijanus,SA,PASSERIFORMES,Rhinocryptidae,Perija Tapaculo
4965,Scytalopus meridanus,SA,PASSERIFORMES,Rhinocryptidae,Merida Tapaculo
4966,Scytalopus parkeri,SA,PASSERIFORMES,Rhinocryptidae,Chusquea Tapaculo
4967,Scytalopus spillmanni,SA,PASSERIFORMES,Rhinocryptidae,Spillmann's Tapaculo
4968,Melanopareia torquata,SA,PASSERIFORMES,Melanopareiidae,Collared Crescentchest
4969,Melanopareia bitorquata,SA,PASSERIFORMES,Melanopareiidae,Double-collared Crescentchest
4970,Melanopareia maximiliani,SA,PASSERIFORMES,Melanopareiidae,Olive-crowned Crescentchest
4971,Melanopareia maranonica,SA,PASSERIFORMES,Melanopareiidae,Maranon Crescentchest
4972,Melanopareia elegans,SA,PASSERIFORMES,Melanopareiidae,Elegant Crescentchest
4973,Piprites griseiceps,MA,PASSERIFORMES,Tyrannidae,Grey-headed Piprites
4974,Piprites chloris,SA,PASSERIFORMES,Tyrannidae,Wing-barred Piprites
4975,Piprites pileata,SA,PASSERIFORMES,Tyrannidae,Black-capped Piprites
4976,Phyllomyias fasciatus,SA,PASSERIFORMES,Tyrannidae,Planalto Tyrannulet
4977,Phyllomyias weedeni,SA,PASSERIFORMES,Tyrannidae,Yungas Tyrannulet
4978,Phyllomyias burmeisteri,SA,PASSERIFORMES,Tyrannidae,Rough-legged Tyrannulet
4979,Phyllomyias zeledoni,"MA, SA",PASSERIFORMES,Tyrannidae,White-fronted Tyrannulet
4980,Phyllomyias virescens,SA,PASSERIFORMES,Tyrannidae,Greenish Tyrannulet
4981,Phyllomyias reiseri,SA,PASSERIFORMES,Tyrannidae,Reiser's Tyrannulet
4982,Phyllomyias urichi,SA,PASSERIFORMES,Tyrannidae,Urich's Tyrannulet
4983,Phyllomyias sclateri,SA,PASSERIFORMES,Tyrannidae,Sclater's Tyrannulet
4984,Phyllomyias griseocapilla,SA,PASSERIFORMES,Tyrannidae,Grey-capped Tyrannulet
4985,Phyllomyias griseiceps,SA,PASSERIFORMES,Tyrannidae,Sooty-headed Tyrannulet
4986,Phyllomyias plumbeiceps,SA,PASSERIFORMES,Tyrannidae,Plumbeous-crowned Tyrannulet
4987,Phyllomyias nigrocapillus,SA,PASSERIFORMES,Tyrannidae,Black-capped Tyrannulet
4988,Phyllomyias cinereiceps,SA,PASSERIFORMES,Tyrannidae,Ashy-headed Tyrannulet
4989,Phyllomyias uropygialis,SA,PASSERIFORMES,Tyrannidae,Tawny-rumped Tyrannulet
4990,Tyrannulus elatus,"MA, SA",PASSERIFORMES,Tyrannidae,Yellow-crowned Tyrannulet
4991,Myiopagis gaimardii,"MA, SA",PASSERIFORMES,Tyrannidae,Forest Elaenia
4992,Myiopagis parambae,"MA, SA",PASSERIFORMES,Tyrannidae,Choco Elaenia
4993,Myiopagis cinerea,SA,PASSERIFORMES,Tyrannidae,Amazonian Elaenia
4994,Myiopagis caniceps,SA,PASSERIFORMES,Tyrannidae,Grey-headed Elaenia
4995,Myiopagis olallai,SA,PASSERIFORMES,Tyrannidae,Foothill Elaenia
4996,Myiopagis subplacens,SA,PASSERIFORMES,Tyrannidae,Pacific Elaenia
4997,Myiopagis flavivertex,SA,PASSERIFORMES,Tyrannidae,Yellow-crowned Elaenia
4998,Myiopagis viridicata,"MA, SA",PASSERIFORMES,Tyrannidae,Greenish Elaenia
4999,Elaenia flavogaster,"MA, SA",PASSERIFORMES,Tyrannidae,Yellow-bellied Elaenia
5000,Elaenia spectabilis,SA,PASSERIFORMES,Tyrannidae,Large Elaenia
5001,Elaenia ridleyana,SA,PASSERIFORMES,Tyrannidae,Noronha Elaenia
5002,Elaenia albiceps,SA,PASSERIFORMES,Tyrannidae,White-crested Elaenia
5003,Elaenia chilensis,SA,PASSERIFORMES,Tyrannidae,Chilean Elaenia
5004,Elaenia parvirostris,SA,PASSERIFORMES,Tyrannidae,Small-billed Elaenia
5005,Elaenia mesoleuca,SA,PASSERIFORMES,Tyrannidae,Olivaceous Elaenia
5006,Elaenia strepera,SA,PASSERIFORMES,Tyrannidae,Slaty Elaenia
5007,Elaenia gigas,SA,PASSERIFORMES,Tyrannidae,Mottle-backed Elaenia
5008,Elaenia pelzelni,SA,PASSERIFORMES,Tyrannidae,Brownish Elaenia
5009,Elaenia cristata,SA,PASSERIFORMES,Tyrannidae,Plain-crested Elaenia
5010,Elaenia chiriquensis,"MA, SA",PASSERIFORMES,Tyrannidae,Lesser Elaenia
5011,Elaenia brachyptera,SA,PASSERIFORMES,Tyrannidae,Coopmans's Elaenia
5012,Elaenia ruficeps,SA,PASSERIFORMES,Tyrannidae,Rufous-crowned Elaenia
5013,Elaenia frantzii,"MA, SA",PASSERIFORMES,Tyrannidae,Mountain Elaenia
5014,Elaenia obscura,SA,PASSERIFORMES,Tyrannidae,Highland Elaenia
5015,Elaenia sordida,SA,PASSERIFORMES,Tyrannidae,Small-headed Elaenia
5016,Elaenia dayi,SA,PASSERIFORMES,Tyrannidae,Great Elaenia
5017,Elaenia pallatangae,SA,PASSERIFORMES,Tyrannidae,Sierran Elaenia
5018,Elaenia olivina,SA,PASSERIFORMES,Tyrannidae,Tepui Elaenia
5019,Ornithion semiflavum,MA,PASSERIFORMES,Tyrannidae,Yellow-bellied Tyrannulet
5020,Ornithion brunneicapillus,"MA, SA",PASSERIFORMES,Tyrannidae,Brown-capped Tyrannulet
5021,Ornithion inerme,SA,PASSERIFORMES,Tyrannidae,White-lored Tyrannulet
5022,Camptostoma imberbe,MA,PASSERIFORMES,Tyrannidae,Northern Beardless Tyrannulet
5023,Camptostoma obsoletum,"MA, SA",PASSERIFORMES,Tyrannidae,Southern Beardless Tyrannulet
5024,Suiriri suiriri,SA,PASSERIFORMES,Tyrannidae,Suiriri Flycatcher
5025,Mecocerculus leucophrys,SA,PASSERIFORMES,Tyrannidae,White-throated Tyrannulet
5026,Mecocerculus poecilocercus,SA,PASSERIFORMES,Tyrannidae,White-tailed Tyrannulet
5027,Mecocerculus hellmayri,SA,PASSERIFORMES,Tyrannidae,Buff-banded Tyrannulet
5028,Mecocerculus calopterus,SA,PASSERIFORMES,Tyrannidae,Rufous-winged Tyrannulet
5029,Mecocerculus minor,SA,PASSERIFORMES,Tyrannidae,Sulphur-bellied Tyrannulet
5030,Mecocerculus stictopterus,SA,PASSERIFORMES,Tyrannidae,White-banded Tyrannulet
5031,Anairetes nigrocristatus,SA,PASSERIFORMES,Tyrannidae,Black-crested Tit-Tyrant
5032,Anairetes reguloides,SA,PASSERIFORMES,Tyrannidae,Pied-crested Tit-Tyrant
5033,Anairetes alpinus,SA,PASSERIFORMES,Tyrannidae,Ash-breasted Tit-Tyrant
5034,Anairetes flavirostris,SA,PASSERIFORMES,Tyrannidae,Yellow-billed Tit-Tyrant
5035,Anairetes parulus,SA,PASSERIFORMES,Tyrannidae,Tufted Tit-Tyrant
5036,Anairetes fernandezianus,SA,PASSERIFORMES,Tyrannidae,Juan Fernandez Tit-Tyrant
5037,Uromyias agilis,SA,PASSERIFORMES,Tyrannidae,Agile Tit-Tyrant
5038,Uromyias agraphia,SA,PASSERIFORMES,Tyrannidae,Unstreaked Tit-Tyrant
5039,Serpophaga cinerea,"MA, SA",PASSERIFORMES,Tyrannidae,Torrent Tyrannulet
5040,Serpophaga hypoleuca,SA,PASSERIFORMES,Tyrannidae,River Tyrannulet
5041,Serpophaga nigricans,SA,PASSERIFORMES,Tyrannidae,Sooty Tyrannulet
5042,Serpophaga subcristata,SA,PASSERIFORMES,Tyrannidae,White-crested Tyrannulet
5043,Serpophaga griseicapilla,SA,PASSERIFORMES,Tyrannidae,Straneck's Tyrannulet
5044,Nesotriccus incomtus,"MA, SA",PASSERIFORMES,Tyrannidae,Northern Mouse-colored Tyrannulet
5045,Nesotriccus ridgwayi,MA,PASSERIFORMES,Tyrannidae,Cocos Flycatcher
5046,Nesotriccus murinus,SA,PASSERIFORMES,Tyrannidae,Southern Mouse-colored Tyrannulet
5047,Nesotriccus tumbezanus,SA,PASSERIFORMES,Tyrannidae,Tumbesian Tyrannulet
5048,Nesotriccus maranonicus,SA,PASSERIFORMES,Tyrannidae,Maranon Tyrannulet
5049,Capsiempis flaveola,"MA, SA",PASSERIFORMES,Tyrannidae,Yellow Tyrannulet
5050,Polystictus pectoralis,SA,PASSERIFORMES,Tyrannidae,Bearded Tachuri
5051,Polystictus superciliaris,SA,PASSERIFORMES,Tyrannidae,Grey-backed Tachuri
5052,Pseudocolopteryx dinelliana,SA,PASSERIFORMES,Tyrannidae,Dinelli's Doradito
5053,Pseudocolopteryx sclateri,SA,PASSERIFORMES,Tyrannidae,Crested Doradito
5054,Pseudocolopteryx acutipennis,SA,PASSERIFORMES,Tyrannidae,Subtropical Doradito
5055,Pseudocolopteryx flaviventris,SA,PASSERIFORMES,Tyrannidae,Warbling Doradito
5056,Pseudocolopteryx citreola,SA,PASSERIFORMES,Tyrannidae,Ticking Doradito
5057,Pseudotriccus pelzelni,"MA, SA",PASSERIFORMES,Tyrannidae,Bronze-olive Pygmy Tyrant
5058,Pseudotriccus simplex,SA,PASSERIFORMES,Tyrannidae,Hazel-fronted Pygmy Tyrant
5059,Pseudotriccus ruficeps,SA,PASSERIFORMES,Tyrannidae,Rufous-headed Pygmy Tyrant
5060,Corythopis torquatus,SA,PASSERIFORMES,Tyrannidae,Ringed Antpipit
5061,Corythopis delalandi,SA,PASSERIFORMES,Tyrannidae,Southern Antpipit
5062,Euscarthmus meloryphus,SA,PASSERIFORMES,Tyrannidae,Fulvous-crowned Scrub Tyrant
5063,Euscarthmus fulviceps,SA,PASSERIFORMES,Tyrannidae,Fulvous-faced Scrub Tyrant
5064,Euscarthmus rufomarginatus,SA,PASSERIFORMES,Tyrannidae,Rufous-sided Scrub Tyrant
5065,Pseudelaenia leucospodia,SA,PASSERIFORMES,Tyrannidae,Grey-and-white Tyrannulet
5066,Stigmatura napensis,SA,PASSERIFORMES,Tyrannidae,Lesser Wagtail-Tyrant
5067,Stigmatura bahiae,SA,PASSERIFORMES,Tyrannidae,Bahia Wagtail-Tyrant
5068,Stigmatura budytoides,SA,PASSERIFORMES,Tyrannidae,Greater Wagtail-Tyrant
5069,Zimmerius vilissimus,MA,PASSERIFORMES,Tyrannidae,Guatemalan Tyrannulet
5070,Zimmerius parvus,"MA, SA",PASSERIFORMES,Tyrannidae,Mistletoe Tyrannulet
5071,Zimmerius improbus,SA,PASSERIFORMES,Tyrannidae,Spectacled Tyrannulet
5072,Zimmerius petersi,SA,PASSERIFORMES,Tyrannidae,Venezuelan Tyrannulet
5073,Zimmerius bolivianus,SA,PASSERIFORMES,Tyrannidae,Bolivian Tyrannulet
5074,Zimmerius cinereicapilla,SA,PASSERIFORMES,Tyrannidae,Red-billed Tyrannulet
5075,Zimmerius villarejoi,SA,PASSERIFORMES,Tyrannidae,Mishana Tyrannulet
5076,Zimmerius chicomendesi,SA,PASSERIFORMES,Tyrannidae,Chico's Tyrannulet
5077,Zimmerius gracilipes,SA,PASSERIFORMES,Tyrannidae,Slender-footed Tyrannulet
5078,Zimmerius acer,SA,PASSERIFORMES,Tyrannidae,Guianan Tyrannulet
5079,Zimmerius chrysops,SA,PASSERIFORMES,Tyrannidae,Golden-faced Tyrannulet
5080,Zimmerius minimus,SA,PASSERIFORMES,Tyrannidae,Coopmans's Tyrannulet
5081,Zimmerius albigularis,SA,PASSERIFORMES,Tyrannidae,Choco Tyrannulet
5082,Zimmerius flavidifrons,SA,PASSERIFORMES,Tyrannidae,Loja Tyrannulet
5083,Zimmerius viridiflavus,SA,PASSERIFORMES,Tyrannidae,Peruvian Tyrannulet
5084,Pogonotriccus poecilotis,SA,PASSERIFORMES,Tyrannidae,Variegated Bristle Tyrant
5085,Pogonotriccus chapmani,SA,PASSERIFORMES,Tyrannidae,Chapman's Bristle Tyrant
5086,Pogonotriccus ophthalmicus,SA,PASSERIFORMES,Tyrannidae,Marble-faced Bristle Tyrant
5087,Pogonotriccus orbitalis,SA,PASSERIFORMES,Tyrannidae,Spectacled Bristle Tyrant
5088,Pogonotriccus venezuelanus,SA,PASSERIFORMES,Tyrannidae,Venezuelan Bristle Tyrant
5089,Pogonotriccus lanyoni,SA,PASSERIFORMES,Tyrannidae,Antioquia Bristle Tyrant
5090,Pogonotriccus eximius,SA,PASSERIFORMES,Tyrannidae,Southern Bristle Tyrant
5091,Phylloscartes ventralis,SA,PASSERIFORMES,Tyrannidae,Mottle-cheeked Tyrannulet
5092,Phylloscartes ceciliae,SA,PASSERIFORMES,Tyrannidae,Alagoas Tyrannulet
5093,Phylloscartes kronei,SA,PASSERIFORMES,Tyrannidae,Restinga Tyrannulet
5094,Phylloscartes beckeri,SA,PASSERIFORMES,Tyrannidae,Bahia Tyrannulet
5095,Phylloscartes flavovirens,MA,PASSERIFORMES,Tyrannidae,Panama Tyrannulet
5096,Phylloscartes virescens,SA,PASSERIFORMES,Tyrannidae,Olive-green Tyrannulet
5097,Phylloscartes gualaquizae,SA,PASSERIFORMES,Tyrannidae,Ecuadorian Tyrannulet
5098,Phylloscartes nigrifrons,SA,PASSERIFORMES,Tyrannidae,Black-fronted Tyrannulet
5099,Phylloscartes superciliaris,"MA, SA",PASSERIFORMES,Tyrannidae,Rufous-browed Tyrannulet
5100,Phylloscartes flaviventris,SA,PASSERIFORMES,Tyrannidae,Rufous-lored Tyrannulet
5101,Phylloscartes parkeri,SA,PASSERIFORMES,Tyrannidae,Cinnamon-faced Tyrannulet
5102,Phylloscartes roquettei,SA,PASSERIFORMES,Tyrannidae,Minas Gerais Tyrannulet
5103,Phylloscartes paulista,SA,PASSERIFORMES,Tyrannidae,Sao Paulo Tyrannulet
5104,Phylloscartes oustaleti,SA,PASSERIFORMES,Tyrannidae,Oustalet's Tyrannulet
5105,Phylloscartes difficilis,SA,PASSERIFORMES,Tyrannidae,Serra do Mar Tyrannulet
5106,Phylloscartes sylviolus,SA,PASSERIFORMES,Tyrannidae,Bay-ringed Tyrannulet
5107,Mionectes striaticollis,SA,PASSERIFORMES,Tyrannidae,Streak-necked Flycatcher
5108,Mionectes olivaceus,MA,PASSERIFORMES,Tyrannidae,Olive-streaked Flycatcher
5109,Mionectes galbinus,"MA, SA",PASSERIFORMES,Tyrannidae,Olive-striped Flycatcher
5110,Mionectes oleagineus,"MA, SA",PASSERIFORMES,Tyrannidae,Ochre-bellied Flycatcher
5111,Mionectes macconnelli,SA,PASSERIFORMES,Tyrannidae,McConnell's Flycatcher
5112,Mionectes roraimae,SA,PASSERIFORMES,Tyrannidae,Sierra de Lema Flycatcher
5113,Mionectes rufiventris,SA,PASSERIFORMES,Tyrannidae,Grey-hooded Flycatcher
5114,Leptopogon amaurocephalus,"MA, SA",PASSERIFORMES,Tyrannidae,Sepia-capped Flycatcher
5115,Leptopogon superciliaris,"MA, SA",PASSERIFORMES,Tyrannidae,Slaty-capped Flycatcher
5116,Leptopogon rufipectus,SA,PASSERIFORMES,Tyrannidae,Rufous-breasted Flycatcher
5117,Leptopogon taczanowskii,SA,PASSERIFORMES,Tyrannidae,Inca Flycatcher
5118,Guyramemua affine,SA,PASSERIFORMES,Tyrannidae,Chapada Flycatcher
5119,Sublegatus arenarum,"MA, SA",PASSERIFORMES,Tyrannidae,Northern Scrub Flycatcher
5120,Sublegatus obscurior,SA,PASSERIFORMES,Tyrannidae,Amazonian Scrub Flycatcher
5121,Sublegatus modestus,SA,PASSERIFORMES,Tyrannidae,Southern Scrub Flycatcher
5122,Inezia tenuirostris,SA,PASSERIFORMES,Tyrannidae,Slender-billed Inezia
5123,Inezia inornata,SA,PASSERIFORMES,Tyrannidae,Plain Inezia
5124,Inezia subflava,SA,PASSERIFORMES,Tyrannidae,Amazonian Inezia
5125,Inezia caudata,SA,PASSERIFORMES,Tyrannidae,Pale-tipped Inezia
5126,Myiophobus flavicans,SA,PASSERIFORMES,Tyrannidae,Flavescent Flycatcher
5127,Myiophobus phoenicomitra,SA,PASSERIFORMES,Tyrannidae,Orange-crested Flycatcher
5128,Myiophobus inornatus,SA,PASSERIFORMES,Tyrannidae,Unadorned Flycatcher
5129,Myiophobus roraimae,SA,PASSERIFORMES,Tyrannidae,Roraiman Flycatcher
5130,Myiophobus cryptoxanthus,SA,PASSERIFORMES,Tyrannidae,Olive-chested Flycatcher
5131,Myiophobus fasciatus,"MA, SA",PASSERIFORMES,Tyrannidae,Bran-colored Flycatcher
5132,Myiophobus crypterythrus,SA,PASSERIFORMES,Tyrannidae,Mouse-grey Flycatcher
5133,Myiophobus rufescens,SA,PASSERIFORMES,Tyrannidae,Rufescent Flycatcher
5134,Nephelomyias pulcher,SA,PASSERIFORMES,Tyrannidae,Handsome Flycatcher
5135,Nephelomyias lintoni,SA,PASSERIFORMES,Tyrannidae,Orange-banded Flycatcher
5136,Nephelomyias ochraceiventris,SA,PASSERIFORMES,Tyrannidae,Ochraceous-breasted Flycatcher
5137,Myiotriccus ornatus,SA,PASSERIFORMES,Tyrannidae,Ornate Flycatcher
5138,Tachuris rubrigastra,SA,PASSERIFORMES,Tyrannidae,Many-colored Rush Tyrant
5139,Culicivora caudacuta,SA,PASSERIFORMES,Tyrannidae,Sharp-tailed Grass Tyrant
5140,Hemitriccus diops,SA,PASSERIFORMES,Tyrannidae,Drab-breasted Bamboo Tyrant
5141,Hemitriccus obsoletus,SA,PASSERIFORMES,Tyrannidae,Brown-breasted Bamboo Tyrant
5142,Hemitriccus flammulatus,SA,PASSERIFORMES,Tyrannidae,Flammulated Bamboo Tyrant
5143,Hemitriccus minor,SA,PASSERIFORMES,Tyrannidae,Snethlage's Tody-Tyrant
5144,Hemitriccus spodiops,SA,PASSERIFORMES,Tyrannidae,Yungas Tody-Tyrant
5145,Hemitriccus cohnhafti,SA,PASSERIFORMES,Tyrannidae,Acre Tody-Tyrant
5146,Hemitriccus josephinae,SA,PASSERIFORMES,Tyrannidae,Boat-billed Tody-Tyrant
5147,Hemitriccus zosterops,SA,PASSERIFORMES,Tyrannidae,White-eyed Tody-Tyrant
5148,Hemitriccus griseipectus,SA,PASSERIFORMES,Tyrannidae,White-bellied Tody-Tyrant
5149,Hemitriccus minimus,SA,PASSERIFORMES,Tyrannidae,Zimmer's Tody-Tyrant
5150,Hemitriccus orbitatus,SA,PASSERIFORMES,Tyrannidae,Eye-ringed Tody-Tyrant
5151,Hemitriccus iohannis,SA,PASSERIFORMES,Tyrannidae,Johannes's Tody-Tyrant
5152,Hemitriccus striaticollis,SA,PASSERIFORMES,Tyrannidae,Stripe-necked Tody-Tyrant
5153,Hemitriccus nidipendulus,SA,PASSERIFORMES,Tyrannidae,Hangnest Tody-Tyrant
5154,Hemitriccus margaritaceiventer,SA,PASSERIFORMES,Tyrannidae,Pearly-vented Tody-Tyrant
5155,Hemitriccus inornatus,SA,PASSERIFORMES,Tyrannidae,Pelzeln's Tody-Tyrant
5156,Hemitriccus granadensis,SA,PASSERIFORMES,Tyrannidae,Black-throated Tody-Tyrant
5157,Hemitriccus mirandae,SA,PASSERIFORMES,Tyrannidae,Buff-breasted Tody-Tyrant
5158,Hemitriccus cinnamomeipectus,SA,PASSERIFORMES,Tyrannidae,Cinnamon-breasted Tody-Tyrant
5159,Hemitriccus kaempferi,SA,PASSERIFORMES,Tyrannidae,Kaempfer's Tody-Tyrant
5160,Hemitriccus rufigularis,SA,PASSERIFORMES,Tyrannidae,Buff-throated Tody-Tyrant
5161,Hemitriccus furcatus,SA,PASSERIFORMES,Tyrannidae,Fork-tailed Tody-Tyrant
5162,Myiornis auricularis,SA,PASSERIFORMES,Tyrannidae,Eared Pygmy Tyrant
5163,Myiornis albiventris,SA,PASSERIFORMES,Tyrannidae,White-bellied Pygmy Tyrant
5164,Myiornis atricapillus,"MA, SA",PASSERIFORMES,Tyrannidae,Black-capped Pygmy Tyrant
5165,Myiornis ecaudatus,SA,PASSERIFORMES,Tyrannidae,Short-tailed Pygmy Tyrant
5166,Oncostoma cinereigulare,MA,PASSERIFORMES,Tyrannidae,Northern Bentbill
5167,Oncostoma olivaceum,"MA, SA",PASSERIFORMES,Tyrannidae,Southern Bentbill
5168,Lophotriccus pileatus,"MA, SA",PASSERIFORMES,Tyrannidae,Scale-crested Pygmy Tyrant
5169,Lophotriccus eulophotes,SA,PASSERIFORMES,Tyrannidae,Long-crested Pygmy Tyrant
5170,Lophotriccus vitiosus,SA,PASSERIFORMES,Tyrannidae,Double-banded Pygmy Tyrant
5171,Lophotriccus galeatus,SA,PASSERIFORMES,Tyrannidae,Helmeted Pygmy Tyrant
5172,Atalotriccus pilaris,"MA, SA",PASSERIFORMES,Tyrannidae,Pale-eyed Pygmy Tyrant
5173,Poecilotriccus ruficeps,SA,PASSERIFORMES,Tyrannidae,Rufous-crowned Tody-Flycatcher
5174,Poecilotriccus luluae,SA,PASSERIFORMES,Tyrannidae,Lulu's Tody-Flycatcher
5175,Poecilotriccus albifacies,SA,PASSERIFORMES,Tyrannidae,White-cheeked Tody-Flycatcher
5176,Poecilotriccus capitalis,SA,PASSERIFORMES,Tyrannidae,Black-and-white Tody-Flycatcher
5177,Poecilotriccus senex,SA,PASSERIFORMES,Tyrannidae,Buff-cheeked Tody-Flycatcher
5178,Poecilotriccus russatus,SA,PASSERIFORMES,Tyrannidae,Ruddy Tody-Flycatcher
5179,Poecilotriccus plumbeiceps,SA,PASSERIFORMES,Tyrannidae,Ochre-faced Tody-Flycatcher
5180,Poecilotriccus fumifrons,SA,PASSERIFORMES,Tyrannidae,Smoky-fronted Tody-Flycatcher
5181,Poecilotriccus latirostris,SA,PASSERIFORMES,Tyrannidae,Rusty-fronted Tody-Flycatcher
5182,Poecilotriccus sylvia,"MA, SA",PASSERIFORMES,Tyrannidae,Slaty-headed Tody-Flycatcher
5183,Poecilotriccus calopterus,SA,PASSERIFORMES,Tyrannidae,Golden-winged Tody-Flycatcher
5184,Poecilotriccus pulchellus,SA,PASSERIFORMES,Tyrannidae,Black-backed Tody-Flycatcher
5185,Taeniotriccus andrei,SA,PASSERIFORMES,Tyrannidae,Black-chested Tyrant
5186,Todirostrum maculatum,SA,PASSERIFORMES,Tyrannidae,Spotted Tody-Flycatcher
