,IOC,Breeding Range,Order,Family,Norwegian
6381,Dicrurus ludwigii,AF,PASSERIFORMES,Dicruridae,tverrhaledrongo
6382,Dicrurus atripennis,AF,PASSERIFORMES,Dicruridae,glansdrongo
6383,Dicrurus sharpei,AF,PASSERIFORMES,Dicruridae,smådrongo
6384,Rhipidura superciliaris,OR,PASSERIFORMES,Rhipiduridae,blåviftestjert
6385,Rhipidura samarensis,OR,PASSERIFORMES,Rhipiduridae,koboltviftestjert
6386,Rhipidura cyaniceps,OR,PASSERIFORMES,Rhipiduridae,blåhodeviftestjert
6387,Rhipidura sauli,OR,PASSERIFORMES,Rhipiduridae,tablasviftestjert
6388,Rhipidura albiventris,OR,PASSERIFORMES,Rhipiduridae,visayviftestjert
6389,Rhipidura albicollis,OR,PASSERIFORMES,Rhipiduridae,hvitstrupeviftestjert
6390,Rhipidura albogularis,OR,PASSERIFORMES,Rhipiduridae,flekkbrystviftestjert
6391,Rhipidura euryura,OR,PASSERIFORMES,Rhipiduridae,hvitbukviftestjert
6392,Rhipidura aureola,OR,PASSERIFORMES,Rhipiduridae,hvitbrynviftestjert
6393,Rhipidura javanica,OR,PASSERIFORMES,Rhipiduridae,belteviftestjert
6394,Rhipidura nigritorquis,OR,PASSERIFORMES,Rhipiduridae,filippinerviftestjert
6395,Rhipidura perlata,OR,PASSERIFORMES,Rhipiduridae,perleviftestjert
6396,Rhipidura leucophrys,AU,PASSERIFORMES,Rhipiduridae,gallaviftestjert
6397,Rhipidura diluta,AU,PASSERIFORMES,Rhipiduridae,brunhetteviftestjert
6398,Rhipidura fuscorufa,AU,PASSERIFORMES,Rhipiduridae,kanelviftestjert
6399,Rhipidura rufiventris,AU,PASSERIFORMES,Rhipiduridae,gråbrystviftestjert
6400,Rhipidura kordensis,AU,PASSERIFORMES,Rhipiduridae,Biak Fantail
6401,Rhipidura cockerelli,AU,PASSERIFORMES,Rhipiduridae,salomonviftestjert
6402,Rhipidura threnothorax,AU,PASSERIFORMES,Rhipiduridae,sotviftestjert
6403,Rhipidura maculipectus,AU,PASSERIFORMES,Rhipiduridae,dropleviftestjert
6404,Rhipidura leucothorax,AU,PASSERIFORMES,Rhipiduridae,hvithalsviftestjert
6405,Rhipidura atra,AU,PASSERIFORMES,Rhipiduridae,svartviftestjert
6406,Rhipidura hyperythra,AU,PASSERIFORMES,Rhipiduridae,kastanjebukviftestjert
6407,Rhipidura albolimbata,AU,PASSERIFORMES,Rhipiduridae,følgeviftestjert
6408,Rhipidura albiscapa,AU,PASSERIFORMES,Rhipiduridae,gråviftestjert
6409,Rhipidura fuliginosa,AU,PASSERIFORMES,Rhipiduridae,maoriviftestjert
6410,Rhipidura phasiana,AU,PASSERIFORMES,Rhipiduridae,mangroveviftestjert
6411,Rhipidura drownei,AU,PASSERIFORMES,Rhipiduridae,brunviftestjert
6412,Rhipidura tenebrosa,AU,PASSERIFORMES,Rhipiduridae,dunkelviftestjert
6413,Rhipidura rennelliana,AU,PASSERIFORMES,Rhipiduridae,rennellviftestjert
6414,Rhipidura verreauxi,PO,PASSERIFORMES,Rhipiduridae,stripeviftestjert
6415,Rhipidura personata,PO,PASSERIFORMES,Rhipiduridae,kadavuviftestjert
6416,Rhipidura nebulosa,PO,PASSERIFORMES,Rhipiduridae,samoaviftestjert
6417,Rhipidura phoenicura,OR,PASSERIFORMES,Rhipiduridae,rustviftestjert
6418,Rhipidura nigrocinnamomea,OR,PASSERIFORMES,Rhipiduridae,svarthodeviftestjert
6419,Rhipidura brachyrhyncha,AU,PASSERIFORMES,Rhipiduridae,todraktviftestjert
6420,Rhipidura lepida,PO,PASSERIFORMES,Rhipiduridae,palauviftestjert
6421,Rhipidura dedemi,AU,PASSERIFORMES,Rhipiduridae,seramviftestjert
6422,Rhipidura superflua,AU,PASSERIFORMES,Rhipiduridae,buruviftestjert
6423,Rhipidura teysmanni,AU,PASSERIFORMES,Rhipiduridae,sulawesiviftestjert
6424,Rhipidura habibiei,AU,PASSERIFORMES,Rhipiduridae,Peleng Fantail
6425,Rhipidura sulaensis,AU,PASSERIFORMES,Rhipiduridae,taliabuviftestjert
6426,Rhipidura opistherythra,AU,PASSERIFORMES,Rhipiduridae,tanimbarviftestjert
6427,Rhipidura rufidorsa,AU,PASSERIFORMES,Rhipiduridae,rødryggviftestjert
6428,Rhipidura dahli,AU,PASSERIFORMES,Rhipiduridae,bismarckviftestjert
6429,Rhipidura matthiae,AU,PASSERIFORMES,Rhipiduridae,matthiasviftestjert
6430,Rhipidura malaitae,AU,PASSERIFORMES,Rhipiduridae,malaitaviftestjert
6431,Rhipidura semirubra,AU,PASSERIFORMES,Rhipiduridae,manusviftestjert
6432,Rhipidura rufifrons,"AU, PO",PASSERIFORMES,Rhipiduridae,rustgumpviftestjert
6433,Rhipidura kubaryi,PO,PASSERIFORMES,Rhipiduridae,pohnpeiviftestjert
6434,Rhipidura dryas,AU,PASSERIFORMES,Rhipiduridae,arafuraviftestjert
6435,Chaetorhynchus papuensis,AU,PASSERIFORMES,Rhipiduridae,børstenebb
6436,Eutrichomyias rowleyi,AU,PASSERIFORMES,Rhipiduridae,asurmonark
6437,Lamprolia klinesmithi,PO,PASSERIFORMES,Rhipiduridae,natewasatengstjert
6438,Lamprolia victoriae,PO,PASSERIFORMES,Rhipiduridae,taveunisatengstjert
6439,Hypothymis azurea,OR,PASSERIFORMES,Monarchidae,svartnakkemonark
6440,Hypothymis puella,AU,PASSERIFORMES,Monarchidae,fagermonark
6441,Hypothymis helenae,OR,PASSERIFORMES,Monarchidae,toppmonark
6442,Hypothymis coelestis,OR,PASSERIFORMES,Monarchidae,celestmonark
6443,Trochocercus cyanomelas,AF,PASSERIFORMES,Monarchidae,hvitvingemonark
6444,Trochocercus nitens,AF,PASSERIFORMES,Monarchidae,blåhodemonark
6445,Terpsiphone bedfordi,AF,PASSERIFORMES,Monarchidae,skiferparadismonark
6446,Terpsiphone rufocinerea,AF,PASSERIFORMES,Monarchidae,rustgumpparadismonark
6447,Terpsiphone rufiventer,AF,PASSERIFORMES,Monarchidae,rødbukparadismonark
6448,Terpsiphone smithii,AF,PASSERIFORMES,Monarchidae,Annobon Paradise Flycatcher
6449,Terpsiphone batesi,AF,PASSERIFORMES,Monarchidae,kongoparadismonark
6450,Terpsiphone viridis,AF,PASSERIFORMES,Monarchidae,strimmelparadismonark
6451,Terpsiphone paradisi,OR,PASSERIFORMES,Monarchidae,gallaparadismonark
6452,Terpsiphone affinis,OR,PASSERIFORMES,Monarchidae,gråbrystparadismonark
6453,Terpsiphone floris,AU,PASSERIFORMES,Monarchidae,Tenggara Paradise Flycatcher
6454,Terpsiphone incei,OR,PASSERIFORMES,Monarchidae,kinaparadismonark
6455,Terpsiphone atrocaudata,PAL,PASSERIFORMES,Monarchidae,japanparadismonark
6456,Terpsiphone cyanescens,OR,PASSERIFORMES,Monarchidae,blåparadismonark
6457,Terpsiphone cinnamomea,OR,PASSERIFORMES,Monarchidae,kanelparadismonark
6458,Terpsiphone atrochalybeia,AF,PASSERIFORMES,Monarchidae,stålparadismonark
6459,Terpsiphone mutata,AF,PASSERIFORMES,Monarchidae,vekselparadismonark
6460,Terpsiphone corvina,IO,PASSERIFORMES,Monarchidae,svartparadismonark
6461,Terpsiphone bourbonnensis,IO,PASSERIFORMES,Monarchidae,maskareneparadismonark
6462,Chasiempis sclateri,PO,PASSERIFORMES,Monarchidae,kauaielepaio
6463,Chasiempis ibidis,PO,PASSERIFORMES,Monarchidae,oahuelepaio
6464,Chasiempis sandwichensis,PO,PASSERIFORMES,Monarchidae,hawaiielepaio
6465,Pomarea dimidiata,PO,PASSERIFORMES,Monarchidae,rarotongamonark
6466,Pomarea nigra,PO,PASSERIFORMES,Monarchidae,tahitimonark
6467,Pomarea mendozae,PO,PASSERIFORMES,Monarchidae,marquesasmonark
6468,Pomarea mira,PO,PASSERIFORMES,Monarchidae,uapoumonark
6469,Pomarea iphis,PO,PASSERIFORMES,Monarchidae,uahukamonark
6470,Pomarea whitneyi,PO,PASSERIFORMES,Monarchidae,fatuhivamonark
6471,Mayrornis schistaceus,AU,PASSERIFORMES,Monarchidae,vanikoromonark
6472,Mayrornis versicolor,PO,PASSERIFORMES,Monarchidae,ogeamonark
6473,Mayrornis lessoni,PO,PASSERIFORMES,Monarchidae,skifermonark
6474,Neolalage banksiana,AU,PASSERIFORMES,Monarchidae,vanuatumonark
6475,Clytorhynchus pachycephaloides,AU,PASSERIFORMES,Monarchidae,grønnebbmonark
6476,Clytorhynchus vitiensis,PO,PASSERIFORMES,Monarchidae,fijimonark
6477,Clytorhynchus nigrogularis,PO,PASSERIFORMES,Monarchidae,svartstrupemonark
6478,Clytorhynchus sanctaecrucis,PO,PASSERIFORMES,Monarchidae,nendomonark
6479,Clytorhynchus hamlini,AU,PASSERIFORMES,Monarchidae,rennellmonark
6480,Metabolus rugensis,PO,PASSERIFORMES,Monarchidae,trukmonark
6481,Symposiachrus axillaris,AU,PASSERIFORMES,Monarchidae,svartmonark
6482,Symposiachrus guttula,AU,PASSERIFORMES,Monarchidae,flekkvingemonark
6483,Symposiachrus mundus,AU,PASSERIFORMES,Monarchidae,smekkemonark
6484,Symposiachrus sacerdotum,AU,PASSERIFORMES,Monarchidae,floresmonark
6485,Symposiachrus boanensis,AU,PASSERIFORMES,Monarchidae,boanomonark
6486,Symposiachrus melanopterus,AU,PASSERIFORMES,Monarchidae,Louisiade Monarch
6487,Symposiachrus trivirgatus,AU,PASSERIFORMES,Monarchidae,rødbrystmonark
6488,Symposiachrus bimaculatus,AU,PASSERIFORMES,Monarchidae,Moluccan Monarch
6489,Symposiachrus leucurus,AU,PASSERIFORMES,Monarchidae,kaimonark
6490,Symposiachrus everetti,AU,PASSERIFORMES,Monarchidae,hvitgumpmonark
6491,Symposiachrus loricatus,AU,PASSERIFORMES,Monarchidae,skjoldmonark
6492,Symposiachrus julianae,AU,PASSERIFORMES,Monarchidae,kofiaumonark
6493,Symposiachrus brehmii,AU,PASSERIFORMES,Monarchidae,biakmonark
6494,Symposiachrus manadensis,AU,PASSERIFORMES,Monarchidae,hettemonark
6495,Symposiachrus infelix,AU,PASSERIFORMES,Monarchidae,manusmonark
6496,Symposiachrus menckei,AU,PASSERIFORMES,Monarchidae,mussaumonark
6497,Symposiachrus verticalis,AU,PASSERIFORMES,Monarchidae,bismarckmonark
6498,Symposiachrus barbatus,AU,PASSERIFORMES,Monarchidae,salomonmonark
6499,Symposiachrus browni,AU,PASSERIFORMES,Monarchidae,nygeorgiamonark
6500,Symposiachrus vidua,AU,PASSERIFORMES,Monarchidae,enkemonark
6501,Symposiachrus rubiensis,AU,PASSERIFORMES,Monarchidae,brunmonark
6502,Monarcha cinerascens,AU,PASSERIFORMES,Monarchidae,øymonark
6503,Monarcha melanopsis,AU,PASSERIFORMES,Monarchidae,svartmaskemonark
6504,Monarcha frater,AU,PASSERIFORMES,Monarchidae,svartvingemonark
6505,Monarcha erythrostictus,AU,PASSERIFORMES,Monarchidae,bougainvillemonark
6506,Monarcha castaneiventris,AU,PASSERIFORMES,Monarchidae,kastanjebukmonark
6507,Monarcha richardsii,AU,PASSERIFORMES,Monarchidae,kalottmonark
6508,Monarcha godeffroyi,PO,PASSERIFORMES,Monarchidae,yapmonark
6509,Monarcha takatsukasae,PO,PASSERIFORMES,Monarchidae,tinianmonark
6510,Carterornis leucotis,AU,PASSERIFORMES,Monarchidae,hvitøremonark
6511,Carterornis pileatus,AU,PASSERIFORMES,Monarchidae,hvithodemonark
6512,Carterornis castus,AU,PASSERIFORMES,Monarchidae,hvitkronemonark
6513,Carterornis chrysomela,AU,PASSERIFORMES,Monarchidae,gullmonark
6514,Arses insularis,AU,PASSERIFORMES,Monarchidae,reveboamonark
6515,Arses telescopthalmus,AU,PASSERIFORMES,Monarchidae,hvitboamonark
6516,Arses lorealis,AU,PASSERIFORMES,Monarchidae,frynsekragemonark
6517,Arses kaupi,AU,PASSERIFORMES,Monarchidae,beltemonark
6518,Grallina cyanoleuca,AU,PASSERIFORMES,Monarchidae,skjærelerke
6519,Grallina bruijnii,AU,PASSERIFORMES,Monarchidae,strømskjærelerke
6520,Myiagra oceanica,PO,PASSERIFORMES,Monarchidae,atollmonark
6521,Myiagra erythrops,PO,PASSERIFORMES,Monarchidae,palaumonark
6522,Myiagra pluto,PO,PASSERIFORMES,Monarchidae,plutomonark
6523,Myiagra galeata,AU,PASSERIFORMES,Monarchidae,molukkmonark
6524,Myiagra atra,AU,PASSERIFORMES,Monarchidae,blekkmonark
6525,Myiagra rubecula,AU,PASSERIFORMES,Monarchidae,blymonark
6526,Myiagra ferrocyanea,AU,PASSERIFORMES,Monarchidae,stålmonark
6527,Myiagra cervinicauda,AU,PASSERIFORMES,Monarchidae,brunhakemonark
6528,Myiagra caledonica,AU,PASSERIFORMES,Monarchidae,melanesiamonark
6529,Myiagra vanikorensis,PO,PASSERIFORMES,Monarchidae,rødbukmonark
6530,Myiagra albiventris,PO,PASSERIFORMES,Monarchidae,samoamonark
6531,Myiagra azureocapilla,PO,PASSERIFORMES,Monarchidae,blåkronemonark
6532,Myiagra castaneigularis,PO,PASSERIFORMES,Monarchidae,kastanjestrupemonark
6533,Myiagra ruficollis,AU,PASSERIFORMES,Monarchidae,rødstrupemonark
6534,Myiagra cyanoleuca,AU,PASSERIFORMES,Monarchidae,satengmonark
6535,Myiagra alecto,AU,PASSERIFORMES,Monarchidae,glansmonark
6536,Myiagra hebetior,AU,PASSERIFORMES,Monarchidae,fløyelsmonark
6537,Myiagra eichhorni,AU,PASSERIFORMES,Monarchidae,Velvet Flycatcher
6538,Myiagra cervinicolor,AU,PASSERIFORMES,Monarchidae,Dyaul Flycatcher
6539,Myiagra nana,AU,PASSERIFORMES,Monarchidae,papirbarkmonark
6540,Myiagra inquieta,AU,PASSERIFORMES,Monarchidae,uromonark
6541,Platylophus galericulatus,OR,PASSERIFORMES,Platylophidae,spirskrike
6542,Eurocephalus ruppelli,AF,PASSERIFORMES,Laniidae,hvitgumpvarsler
6543,Eurocephalus anguitimens,AF,PASSERIFORMES,Laniidae,hvitkronevarsler
6544,Lanius corvinus,AF,PASSERIFORMES,Laniidae,gulnebbvarsler
6545,Lanius melanoleucus,AF,PASSERIFORMES,Laniidae,skjærevarsler
6546,Lanius cabanisi,AF,PASSERIFORMES,Laniidae,swahilivarsler
6547,Lanius excubitoroides,AF,PASSERIFORMES,Laniidae,akasievarsler
6548,Lanius dorsalis,AF,PASSERIFORMES,Laniidae,savannevarsler
6549,Lanius excubitor,"PAL, AF",PASSERIFORMES,Laniidae,varsler
6550,Lanius somalicus,AF,PASSERIFORMES,Laniidae,somalivarsler
6551,Lanius ludovicianus,"NA, MA",PASSERIFORMES,Laniidae,amerikavarsler
6552,Lanius giganteus,PAL,PASSERIFORMES,Laniidae,Giant Grey Shrike
6553,Lanius sphenocercus,PAL,PASSERIFORMES,Laniidae,kinavarsler
6554,Lanius meridionalis,PAL,PASSERIFORMES,Laniidae,krattvarsler
6555,Lanius borealis,"NA, PAL",PASSERIFORMES,Laniidae,borealvarsler
6556,Lanius nubicus,PAL,PASSERIFORMES,Laniidae,hvitpannevarsler
6557,Lanius newtoni,AF,PASSERIFORMES,Laniidae,svovelvarsler
6558,Lanius humeralis,AF,PASSERIFORMES,Laniidae,bekryggvarsler
6559,Lanius gubernator,AF,PASSERIFORMES,Laniidae,dvergvarsler
6560,Lanius mackinnoni,AF,PASSERIFORMES,Laniidae,skogbrynvarsler
6561,Lanius souzae,AF,PASSERIFORMES,Laniidae,miombovarsler
6562,Lanius collaris,AF,PASSERIFORMES,Laniidae,svartryggvarsler
6563,Lanius minor,PAL,PASSERIFORMES,Laniidae,rosenvarsler
6564,Lanius senator,PAL,PASSERIFORMES,Laniidae,rødhodevarsler
6565,Lanius collurioides,OR,PASSERIFORMES,Laniidae,kastanjevarsler
6566,Lanius tigrinus,PAL,PASSERIFORMES,Laniidae,tigervarsler
6567,Lanius vittatus,PAL,PASSERIFORMES,Laniidae,indiavarsler
6568,Lanius isabellinus,PAL,PASSERIFORMES,Laniidae,isabellavarsler
6569,Lanius collurio,PAL,PASSERIFORMES,Laniidae,tornskate
6570,Lanius phoenicuroides,OR,PASSERIFORMES,Laniidae,rødhalevarsler
6571,Lanius validirostris,OR,PASSERIFORMES,Laniidae,bergvarsler
6572,Lanius cristatus,PAL,PASSERIFORMES,Laniidae,brunvarsler
6573,Lanius bucephalus,PAL,PASSERIFORMES,Laniidae,oksevarsler
6574,Lanius schach,"OR, AU",PASSERIFORMES,Laniidae,rustvarsler
6575,Lanius tephronotus,PAL,PASSERIFORMES,Laniidae,tefravarsler
6576,Platysmurus leucopterus,OR,PASSERIFORMES,Corvidae,svartskrike
6577,Platysmurus aterrimus,OR,PASSERIFORMES,Corvidae,Bornean Black Magpie
6578,Perisoreus infaustus,PAL,PASSERIFORMES,Corvidae,lavskrike
6579,Perisoreus internigrans,PAL,PASSERIFORMES,Corvidae,sotskrike
6580,Cyanolyca armillata,SA,PASSERIFORMES,Corvidae,koboltskrike
6581,Cyanolyca viridicyanus,SA,PASSERIFORMES,Corvidae,lenkeskrike
6582,Cyanolyca turcosa,SA,PASSERIFORMES,Corvidae,turkisskrike
6583,Cyanolyca pulchra,SA,PASSERIFORMES,Corvidae,praktskrike
6584,Cyanolyca cucullata,MA,PASSERIFORMES,Corvidae,blåhetteskrike
6585,Cyanolyca pumilo,MA,PASSERIFORMES,Corvidae,mayaskrike
6586,Cyanolyca nanus,MA,PASSERIFORMES,Corvidae,dvergskrike
6587,Cyanolyca mirabilis,MA,PASSERIFORMES,Corvidae,aztekskrike
6588,Cyanolyca argentigula,MA,PASSERIFORMES,Corvidae,sølvstrupeskrike
6589,Cyanocorax melanocyaneus,MA,PASSERIFORMES,Corvidae,raggskrike
6590,Cyanocorax sanblasianus,MA,PASSERIFORMES,Corvidae,blåryggskrike
6591,Cyanocorax yucatanicus,MA,PASSERIFORMES,Corvidae,yucatánskrike
6592,Cyanocorax beecheii,MA,PASSERIFORMES,Corvidae,purpurryggskrike
6593,Cyanocorax violaceus,SA,PASSERIFORMES,Corvidae,sumpskrike
6594,Cyanocorax caeruleus,SA,PASSERIFORMES,Corvidae,asurskrike
6595,Cyanocorax cyanomelas,SA,PASSERIFORMES,Corvidae,fløyelsskrike
6596,Cyanocorax cristatellus,SA,PASSERIFORMES,Corvidae,krøllskrike
6597,Cyanocorax dickeyi,MA,PASSERIFORMES,Corvidae,børsteskrike
6598,Cyanocorax affinis,"MA, SA",PASSERIFORMES,Corvidae,blåflekkskrike
6599,Cyanocorax mystacalis,SA,PASSERIFORMES,Corvidae,kaktusskrike
6600,Cyanocorax cayanus,SA,PASSERIFORMES,Corvidae,guyanaskrike
6601,Cyanocorax heilprini,SA,PASSERIFORMES,Corvidae,blånakkeskrike
6602,Cyanocorax chrysops,SA,PASSERIFORMES,Corvidae,plysjskrike
6603,Cyanocorax cyanopogon,SA,PASSERIFORMES,Corvidae,brasilskrike
6604,Cyanocorax luxuosus,MA,PASSERIFORMES,Corvidae,Green Jay
6605,Cyanocorax yncas,SA,PASSERIFORMES,Corvidae,grønnskrike
6606,Psilorhinus morio,MA,PASSERIFORMES,Corvidae,brunskrike
6607,Calocitta colliei,MA,PASSERIFORMES,Corvidae,storskjæreskrike
6608,Calocitta formosa,MA,PASSERIFORMES,Corvidae,småskjæreskrike
6609,Cyanocitta stelleri,"NA, MA",PASSERIFORMES,Corvidae,furuskrike
6610,Aphelocoma wollweberi,"NA, MA",PASSERIFORMES,Corvidae,mexicoskrike
6611,Aphelocoma ultramarina,MA,PASSERIFORMES,Corvidae,gråbrystskrike
6612,Aphelocoma unicolor,MA,PASSERIFORMES,Corvidae,indigoskrike
6613,Aphelocoma californica,"NA, MA",PASSERIFORMES,Corvidae,krattskrike
6614,Aphelocoma woodhouseii,"NA, MA",PASSERIFORMES,Corvidae,einerskrike
6615,Garrulus glandarius,"PAL, OR",PASSERIFORMES,Corvidae,nøtteskrike
6616,Garrulus lanceolatus,PAL,PASSERIFORMES,Corvidae,himalayaskrike
6617,Garrulus lidthi,PAL,PASSERIFORMES,Corvidae,amamiskrike
6618,Cyanopica cyanus,PAL,PASSERIFORMES,Corvidae,asurskjære
6619,Cyanopica cooki,PAL,PASSERIFORMES,Corvidae,blåskjære
6620,Urocissa ornata,OR,PASSERIFORMES,Corvidae,brunhodeskjære
6621,Urocissa caerulea,OR,PASSERIFORMES,Corvidae,taiwanskjære
6622,Urocissa flavirostris,OR,PASSERIFORMES,Corvidae,hvitnakkeskjære
6623,Urocissa erythroryncha,OR,PASSERIFORMES,Corvidae,rødnebbskjære
6624,Urocissa whiteheadi,OR,PASSERIFORMES,Corvidae,hvitvingeskjære
6625,Cissa chinensis,OR,PASSERIFORMES,Corvidae,grønnskjære
6626,Cissa hypoleuca,OR,PASSERIFORMES,Corvidae,gulbrystskjære
6627,Cissa thalassina,OR,PASSERIFORMES,Corvidae,smaragdskjære
6628,Cissa jefferyi,OR,PASSERIFORMES,Corvidae,jadeskjære
6629,Dendrocitta vagabunda,OR,PASSERIFORMES,Corvidae,okerskjære
6630,Dendrocitta occipitalis,OR,PASSERIFORMES,Corvidae,brunskjære
6631,Dendrocitta cinerascens,OR,PASSERIFORMES,Corvidae,gråryggskjære
6632,Dendrocitta formosae,OR,PASSERIFORMES,Corvidae,gråskjære
6633,Dendrocitta leucogastra,OR,PASSERIFORMES,Corvidae,kongeskjære
6634,Dendrocitta frontalis,OR,PASSERIFORMES,Corvidae,praktskjære
6635,Dendrocitta bayleii,OR,PASSERIFORMES,Corvidae,andamanskjære
6636,Crypsirina temia,OR,PASSERIFORMES,Corvidae,bronseskjære
6637,Crypsirina cucullata,OR,PASSERIFORMES,Corvidae,dvergskjære
6638,Temnurus temnurus,OR,PASSERIFORMES,Corvidae,frynseskjære
6639,Pica pica,PAL,PASSERIFORMES,Corvidae,skjære
6640,Pica mauritanica,AF,PASSERIFORMES,Corvidae,maghrebskjære
6641,Pica asirensis,PAL,PASSERIFORMES,Corvidae,asirskjære
6642,Pica bottanensis,OR,PASSERIFORMES,Corvidae,svartgumpskjære
6643,Pica serica,OR,PASSERIFORMES,Corvidae,orientskjære
6644,Zavattariornis stresemanni,AF,PASSERIFORMES,Corvidae,boranakråke
6645,Podoces hendersoni,PAL,PASSERIFORMES,Corvidae,mongolløpekråke
6646,Podoces biddulphi,PAL,PASSERIFORMES,Corvidae,hvithaleløpekråke
6647,Podoces panderi,PAL,PASSERIFORMES,Corvidae,turkestanløpekråke
6648,Podoces pleskei,PAL,PASSERIFORMES,Corvidae,iranløpekråke
6649,Nucifraga caryocatactes,PAL,PASSERIFORMES,Corvidae,nøttekråke
6650,Nucifraga multipunctata,PAL,PASSERIFORMES,Corvidae,kashmirnøttekråke
6651,Pyrrhocorax pyrrhocorax,PAL,PASSERIFORMES,Corvidae,alpekråke
6652,Pyrrhocorax graculus,PAL,PASSERIFORMES,Corvidae,alpekaie
6653,Ptilostomus afer,AF,PASSERIFORMES,Corvidae,svartskjære
6654,Coloeus monedula,PAL,PASSERIFORMES,Corvidae,kaie
6655,Coloeus dauuricus,PAL,PASSERIFORMES,Corvidae,mongolkaie
6656,Corvus splendens,OR,PASSERIFORMES,Corvidae,huskråke
6657,Corvus moneduloides,AU,PASSERIFORMES,Corvidae,kortnebbkråke
6658,Corvus typicus,AU,PASSERIFORMES,Corvidae,sulawesikråke
6659,Corvus unicolor,AU,PASSERIFORMES,Corvidae,banggaikråke
6660,Corvus enca,"OR, AU",PASSERIFORMES,Corvidae,arkipelkråke
6661,Corvus samarensis,OR,PASSERIFORMES,Corvidae,Small Crow
6662,Corvus pusillus,OR,PASSERIFORMES,Corvidae,Palawan Crow
6663,Corvus violaceus,AU,PASSERIFORMES,Corvidae,seramkråke
6664,Corvus florensis,AU,PASSERIFORMES,Corvidae,floreskråke
6665,Corvus kubaryi,PO,PASSERIFORMES,Corvidae,guamkråke
6666,Corvus validus,AU,PASSERIFORMES,Corvidae,langnebbkråke
6667,Corvus woodfordi,AU,PASSERIFORMES,Corvidae,salomonkråke
6668,Corvus meeki,AU,PASSERIFORMES,Corvidae,bougainvillekråke
6669,Corvus fuscicapillus,AU,PASSERIFORMES,Corvidae,brunhodekråke
6670,Corvus tristis,AU,PASSERIFORMES,Corvidae,papuakråke
6671,Corvus capensis,AF,PASSERIFORMES,Corvidae,smalnebbkråke
6672,Corvus frugilegus,PAL,PASSERIFORMES,Corvidae,kornkråke
6673,Corvus imparatus,"NA, MA",PASSERIFORMES,Corvidae,kvekkekråke
6674,Corvus sinaloae,MA,PASSERIFORMES,Corvidae,sinaloakråke
6675,Corvus hawaiiensis,PO,PASSERIFORMES,Corvidae,hawaiikråke
6676,Corvus corone,PAL,PASSERIFORMES,Corvidae,svartkråke
6677,Corvus cornix,PAL,PASSERIFORMES,Corvidae,kråke
6678,Corvus torquatus,"PAL, OR",PASSERIFORMES,Corvidae,kinakråke
6679,Corvus macrorhynchos,"PAL, OR",PASSERIFORMES,Corvidae,tykknebbkråke
6680,Corvus levaillantii,OR,PASSERIFORMES,Corvidae,jungelkråke
6681,Corvus culminatus,OR,PASSERIFORMES,Corvidae,indiakråke
6682,Corvus orru,AU,PASSERIFORMES,Corvidae,australkråke
6683,Corvus insularis,AU,PASSERIFORMES,Corvidae,grovnebbkråke
6684,Corvus bennetti,AU,PASSERIFORMES,Corvidae,mulgakråke
6685,Corvus tasmanicus,AU,PASSERIFORMES,Corvidae,tasmanravn
6686,Corvus mellori,AU,PASSERIFORMES,Corvidae,flokkravn
6687,Corvus coronoides,AU,PASSERIFORMES,Corvidae,klageravn
6688,Corvus albus,AF,PASSERIFORMES,Corvidae,hvitbrystkråke
6689,Corvus ruficollis,"AF, PAL",PASSERIFORMES,Corvidae,brunnakkeravn
6690,Corvus edithae,AF,PASSERIFORMES,Corvidae,somalikråke
6691,Corvus corax,"NA, MA, PAL",PASSERIFORMES,Corvidae,ravn
6692,Corvus cryptoleucus,"NA, MA",PASSERIFORMES,Corvidae,kaktusravn
6693,Corvus rhipidurus,"AF, PAL",PASSERIFORMES,Corvidae,korthaleravn
6694,Corvus albicollis,AF,PASSERIFORMES,Corvidae,kopjeravn
6695,Corvus crassirostris,AF,PASSERIFORMES,Corvidae,tykknebbravn
6696,Corcorax melanorhamphos,AU,PASSERIFORMES,Corcoracidae,pottemakerfugl
6697,Struthidea cinerea,AU,PASSERIFORMES,Corcoracidae,apostelfugl
6698,Melampitta lugubris,AU,PASSERIFORMES,Melampittidae,dvergmelampitta
6699,Megalampitta gigantea,AU,PASSERIFORMES,Melampittidae,stormelampitta
6700,Ifrita kowaldi,AU,PASSERIFORMES,Ifritidae,blåkroneifrit
6701,Lycocorax pyrrhopterus,AU,PASSERIFORMES,Paradisaeidae,kråkeparadisfugl
6702,Lycocorax obiensis,AU,PASSERIFORMES,Paradisaeidae,Obi Paradise-crow
6703,Manucodia ater,AU,PASSERIFORMES,Paradisaeidae,glansparadisfugl
6704,Manucodia alter,AU,PASSERIFORMES,Paradisaeidae,Tagula Manucode
6705,Manucodia jobiensis,AU,PASSERIFORMES,Paradisaeidae,purpurparadisfugl
6706,Manucodia chalybatus,AU,PASSERIFORMES,Paradisaeidae,krushalsparadisfugl
6707,Manucodia comrii,AU,PASSERIFORMES,Paradisaeidae,krøllparadisfugl
