,IOC,Breeding Range,Order,Family,Russian
6486,Symposiachrus melanopterus,AU,PASSERIFORMES,Monarchidae,Louisiade Monarch
6487,Symposiachrus trivirgatus,AU,PASSERIFORMES,Monarchidae,Очковый монарх
6488,Symposiachrus bimaculatus,AU,PASSERIFORMES,Monarchidae,Moluccan Monarch
6489,Symposiachrus leucurus,AU,PASSERIFORMES,Monarchidae,Белохвостый монарх
6490,Symposiachrus everetti,AU,PASSERIFORMES,Monarchidae,Белопоясный монарх
6491,Symposiachrus loricatus,AU,PASSERIFORMES,Monarchidae,Буруанский монарх
6492,Symposiachrus julianae,AU,PASSERIFORMES,Monarchidae,Сапфирнокрылый монарх
6493,Symposiachrus brehmii,AU,PASSERIFORMES,Monarchidae,Монарх Брэма
6494,Symposiachrus manadensis,AU,PASSERIFORMES,Monarchidae,Двуцветный монарх
6495,Symposiachrus infelix,AU,PASSERIFORMES,Monarchidae,Ссребрянохвостый монарх
6496,Symposiachrus menckei,AU,PASSERIFORMES,Monarchidae,Белоспинный монарх
6497,Symposiachrus verticalis,AU,PASSERIFORMES,Monarchidae,Хохлатый монарх
6498,Symposiachrus barbatus,AU,PASSERIFORMES,Monarchidae,Белобородый монарх
6499,Symposiachrus browni,AU,PASSERIFORMES,Monarchidae,Монарх Брауна
6500,Symposiachrus vidua,AU,PASSERIFORMES,Monarchidae,Чешуйчатый монарх
6501,Symposiachrus rubiensis,AU,PASSERIFORMES,Monarchidae,Лисий монарх
6502,Monarcha cinerascens,AU,PASSERIFORMES,Monarchidae,Сероголовый монарх
6503,Monarcha melanopsis,AU,PASSERIFORMES,Monarchidae,Масковый монарх
6504,Monarcha frater,AU,PASSERIFORMES,Monarchidae,Чернокрылый монарх
6505,Monarcha erythrostictus,AU,PASSERIFORMES,Monarchidae,Бугенвильский монарх
6506,Monarcha castaneiventris,AU,PASSERIFORMES,Monarchidae,Черноспинный монарх
6507,Monarcha richardsii,AU,PASSERIFORMES,Monarchidae,Белоголовый монарх
6508,Monarcha godeffroyi,PO,PASSERIFORMES,Monarchidae,Островной монарх
6509,Monarcha takatsukasae,PO,PASSERIFORMES,Monarchidae,Тинианский монарх
6510,Carterornis leucotis,AU,PASSERIFORMES,Monarchidae,Белоухий монарх
6511,Carterornis pileatus,AU,PASSERIFORMES,Monarchidae,Украшенный монарх
6512,Carterornis castus,AU,PASSERIFORMES,Monarchidae,Tanimbar Monarch
6513,Carterornis chrysomela,AU,PASSERIFORMES,Monarchidae,Золотой монарх
6514,Arses insularis,AU,PASSERIFORMES,Monarchidae,Охристая воротничковая мухоловка
6515,Arses telescopthalmus,AU,PASSERIFORMES,Monarchidae,Очковая воротничковая мухоловка
6516,Arses lorealis,AU,PASSERIFORMES,Monarchidae,Синеглазая воротничковая мухоловка
6517,Arses kaupi,AU,PASSERIFORMES,Monarchidae,Ошейниковая воротничковая мухоловка
6518,Grallina cyanoleuca,AU,PASSERIFORMES,Monarchidae,Австралийская граллина
6519,Grallina bruijnii,AU,PASSERIFORMES,Monarchidae,Папуанская граллина
6520,Myiagra oceanica,PO,PASSERIFORMES,Monarchidae,Микронезийская миагра
6521,Myiagra erythrops,PO,PASSERIFORMES,Monarchidae,Мангровая миагра
6522,Myiagra pluto,PO,PASSERIFORMES,Monarchidae,Понпейская миагра
6523,Myiagra galeata,AU,PASSERIFORMES,Monarchidae,Молуккская миагра
6524,Myiagra atra,AU,PASSERIFORMES,Monarchidae,Чёрная миагра
6525,Myiagra rubecula,AU,PASSERIFORMES,Monarchidae,Серебристая миагра
6526,Myiagra ferrocyanea,AU,PASSERIFORMES,Monarchidae,Серо-синяя миагра
6527,Myiagra cervinicauda,AU,PASSERIFORMES,Monarchidae,Макирская миагра
6528,Myiagra caledonica,AU,PASSERIFORMES,Monarchidae,Каледонская миагра
6529,Myiagra vanikorensis,PO,PASSERIFORMES,Monarchidae,Краснобрюхая миагра
6530,Myiagra albiventris,PO,PASSERIFORMES,Monarchidae,Самоанская миагра
6531,Myiagra azureocapilla,PO,PASSERIFORMES,Monarchidae,Синехохлая миагра
6532,Myiagra castaneigularis,PO,PASSERIFORMES,Monarchidae,Каштановогорлая миагра
6533,Myiagra ruficollis,AU,PASSERIFORMES,Monarchidae,Ширококлювая миагра
6534,Myiagra cyanoleuca,AU,PASSERIFORMES,Monarchidae,Шёлковая миагра
6535,Myiagra alecto,AU,PASSERIFORMES,Monarchidae,Блестящий монарх
6536,Myiagra hebetior,AU,PASSERIFORMES,Monarchidae,Беличий монарх
6537,Myiagra eichhorni,AU,PASSERIFORMES,Monarchidae,Velvet Flycatcher
6538,Myiagra cervinicolor,AU,PASSERIFORMES,Monarchidae,Dyaul Flycatcher
6539,Myiagra nana,AU,PASSERIFORMES,Monarchidae,Вертлявая миагра
6540,Myiagra inquieta,AU,PASSERIFORMES,Monarchidae,Белогрудая миагра
6541,Platylophus galericulatus,OR,PASSERIFORMES,Platylophidae,Хохлатая малайская сойка
6542,Eurocephalus ruppelli,AF,PASSERIFORMES,Laniidae,Белошапочный сорокопут Рюппеля
6543,Eurocephalus anguitimens,AF,PASSERIFORMES,Laniidae,Обыкновенный белошапочный сорокопут
6544,Lanius corvinus,AF,PASSERIFORMES,Laniidae,Желтоклювый сорокопут
6545,Lanius melanoleucus,AF,PASSERIFORMES,Laniidae,Сорочий сорокопут
6546,Lanius cabanisi,AF,PASSERIFORMES,Laniidae,Сероспинный сорокопут
6547,Lanius excubitoroides,AF,PASSERIFORMES,Laniidae,Сероплечий сорокопут
6548,Lanius dorsalis,AF,PASSERIFORMES,Laniidae,Пегий сорокопут
6549,Lanius excubitor,"PAL, AF",PASSERIFORMES,Laniidae,Серый сорокопут
6550,Lanius somalicus,AF,PASSERIFORMES,Laniidae,Сомалийский сорокопут
6551,Lanius ludovicianus,"NA, MA",PASSERIFORMES,Laniidae,Американский жулан
6552,Lanius giganteus,PAL,PASSERIFORMES,Laniidae,Giant Grey Shrike
6553,Lanius sphenocercus,PAL,PASSERIFORMES,Laniidae,Клинохвостый сорокопут
6554,Lanius meridionalis,PAL,PASSERIFORMES,Laniidae,Средиземноморский сорокопут
6555,Lanius borealis,"NA, PAL",PASSERIFORMES,Laniidae,Северный сорокопут
6556,Lanius nubicus,PAL,PASSERIFORMES,Laniidae,Маскированный сорокопут
6557,Lanius newtoni,AF,PASSERIFORMES,Laniidae,Сорокопут Ньютона
6558,Lanius humeralis,AF,PASSERIFORMES,Laniidae,Саванный фискал
6559,Lanius gubernator,AF,PASSERIFORMES,Laniidae,Сорокопут-губернатор
6560,Lanius mackinnoni,AF,PASSERIFORMES,Laniidae,Белобровый сорокопут
6561,Lanius souzae,AF,PASSERIFORMES,Laniidae,Рыжеспинный сорокопут
6562,Lanius collaris,AF,PASSERIFORMES,Laniidae,Сорокопут-прокурор
6563,Lanius minor,PAL,PASSERIFORMES,Laniidae,Чернолобый сорокопут
6564,Lanius senator,PAL,PASSERIFORMES,Laniidae,Красноголовый сорокопут
6565,Lanius collurioides,OR,PASSERIFORMES,Laniidae,Бирманский жулан
6566,Lanius tigrinus,PAL,PASSERIFORMES,Laniidae,Тигровый сорокопут
6567,Lanius vittatus,PAL,PASSERIFORMES,Laniidae,Индийский жулан
6568,Lanius isabellinus,PAL,PASSERIFORMES,Laniidae,Буланый жулан
6569,Lanius collurio,PAL,PASSERIFORMES,Laniidae,Жулан
6570,Lanius phoenicuroides,OR,PASSERIFORMES,Laniidae,Туркестанский жулан
6571,Lanius validirostris,OR,PASSERIFORMES,Laniidae,Филиппинский сорокопут
6572,Lanius cristatus,PAL,PASSERIFORMES,Laniidae,Сибирский жулан
6573,Lanius bucephalus,PAL,PASSERIFORMES,Laniidae,Японский сорокопут
6574,Lanius schach,"OR, AU",PASSERIFORMES,Laniidae,Длиннохвостый сорокопут
6575,Lanius tephronotus,PAL,PASSERIFORMES,Laniidae,Тибетский сорокопут
6576,Platysmurus leucopterus,OR,PASSERIFORMES,Corvidae,Траурная сорока
6577,Platysmurus aterrimus,OR,PASSERIFORMES,Corvidae,Bornean Black Magpie
6578,Perisoreus infaustus,PAL,PASSERIFORMES,Corvidae,Кукша
6579,Perisoreus internigrans,PAL,PASSERIFORMES,Corvidae,Черноголовая кукша
6580,Cyanolyca armillata,SA,PASSERIFORMES,Corvidae,Чернощёкая мексиканская сойка
6581,Cyanolyca viridicyanus,SA,PASSERIFORMES,Corvidae,Синегорлая мексиканская сойка
6582,Cyanolyca turcosa,SA,PASSERIFORMES,Corvidae,Бирюзовая мексиканская сойка
6583,Cyanolyca pulchra,SA,PASSERIFORMES,Corvidae,Красивая мексиканская сойка
6584,Cyanolyca cucullata,MA,PASSERIFORMES,Corvidae,Синеголовая мексиканская сойка
6585,Cyanolyca pumilo,MA,PASSERIFORMES,Corvidae,Черногорлая мексиканская сойка
6586,Cyanolyca nanus,MA,PASSERIFORMES,Corvidae,Малая мексиканская сойка
6587,Cyanolyca mirabilis,MA,PASSERIFORMES,Corvidae,Белогорлая мексиканская сойка
6588,Cyanolyca argentigula,MA,PASSERIFORMES,Corvidae,Серебряногорлая мексиканская сойка
6589,Cyanocorax melanocyaneus,MA,PASSERIFORMES,Corvidae,Кустарниковая чёрно-синяя сойка
6590,Cyanocorax sanblasianus,MA,PASSERIFORMES,Corvidae,Акапульская чёрно-синяя сойка
6591,Cyanocorax yucatanicus,MA,PASSERIFORMES,Corvidae,Юкатанская сойка
6592,Cyanocorax beecheii,MA,PASSERIFORMES,Corvidae,Траурная чёрно-синяя сойка
6593,Cyanocorax violaceus,SA,PASSERIFORMES,Corvidae,Гиацинтовая разноцветная сойка
6594,Cyanocorax caeruleus,SA,PASSERIFORMES,Corvidae,Лазурная разноцветная сойка
6595,Cyanocorax cyanomelas,SA,PASSERIFORMES,Corvidae,Пурпурная разноцветная сойка
6596,Cyanocorax cristatellus,SA,PASSERIFORMES,Corvidae,Белохвостая разноцветная сойка
6597,Cyanocorax dickeyi,MA,PASSERIFORMES,Corvidae,Хохлатая разноцветная сойка
6598,Cyanocorax affinis,"MA, SA",PASSERIFORMES,Corvidae,Черногрудая разноцветная сойка
6599,Cyanocorax mystacalis,SA,PASSERIFORMES,Corvidae,Голощёкая разноцветная сойка
6600,Cyanocorax cayanus,SA,PASSERIFORMES,Corvidae,Кайеннская разноцветная сойка
6601,Cyanocorax heilprini,SA,PASSERIFORMES,Corvidae,Сиреневая разноцветная сойка
6602,Cyanocorax chrysops,SA,PASSERIFORMES,Corvidae,Плюшевоголовая разноцветная сойка
6603,Cyanocorax cyanopogon,SA,PASSERIFORMES,Corvidae,Синеусая разноцветная сойка
6604,Cyanocorax luxuosus,MA,PASSERIFORMES,Corvidae,Green Jay
6605,Cyanocorax yncas,SA,PASSERIFORMES,Corvidae,Перуанская разноцветная сойка
6606,Psilorhinus morio,MA,PASSERIFORMES,Corvidae,Бурая сойка
6607,Calocitta colliei,MA,PASSERIFORMES,Corvidae,Черногорлая сорочья сойка
6608,Calocitta formosa,MA,PASSERIFORMES,Corvidae,Белогорлая сорочья сойка
6609,Cyanocitta stelleri,"NA, MA",PASSERIFORMES,Corvidae,Стеллерова черноголовая голубая сойка
6610,Aphelocoma wollweberi,"NA, MA",PASSERIFORMES,Corvidae,Мексиканская кустарниковая сойка
6611,Aphelocoma ultramarina,MA,PASSERIFORMES,Corvidae,Ультрамариновая кустарниковая сойка
6612,Aphelocoma unicolor,MA,PASSERIFORMES,Corvidae,Одноцветная кустарниковая сойка
6613,Aphelocoma californica,"NA, MA",PASSERIFORMES,Corvidae,Западная кустарниковая сойка
6614,Aphelocoma woodhouseii,"NA, MA",PASSERIFORMES,Corvidae,Кустарниковая сойка Вудхауза
6615,Garrulus glandarius,"PAL, OR",PASSERIFORMES,Corvidae,Сойка
6616,Garrulus lanceolatus,PAL,PASSERIFORMES,Corvidae,Гималайская сойка
6617,Garrulus lidthi,PAL,PASSERIFORMES,Corvidae,Украшенная сойка
6618,Cyanopica cyanus,PAL,PASSERIFORMES,Corvidae,Голубая сорока
6619,Cyanopica cooki,PAL,PASSERIFORMES,Corvidae,Иберийская сорока
6620,Urocissa ornata,OR,PASSERIFORMES,Corvidae,Цейлонская лазоревая сорока
6621,Urocissa caerulea,OR,PASSERIFORMES,Corvidae,Толстоклювая лазоревая сорока
6622,Urocissa flavirostris,OR,PASSERIFORMES,Corvidae,Желтоклювая лазоревая сорока
6623,Urocissa erythroryncha,OR,PASSERIFORMES,Corvidae,Красноклювая лазоревая сорока
6624,Urocissa whiteheadi,OR,PASSERIFORMES,Corvidae,Белокрылая лазоревая сорока
6625,Cissa chinensis,OR,PASSERIFORMES,Corvidae,Зелёная цисса
6626,Cissa hypoleuca,OR,PASSERIFORMES,Corvidae,Восточная цисса
6627,Cissa thalassina,OR,PASSERIFORMES,Corvidae,Короткохвостая цисса
6628,Cissa jefferyi,OR,PASSERIFORMES,Corvidae,Борнейская цисса
6629,Dendrocitta vagabunda,OR,PASSERIFORMES,Corvidae,Индийская древесная сорока
6630,Dendrocitta occipitalis,OR,PASSERIFORMES,Corvidae,Малайская древесная сорока
6631,Dendrocitta cinerascens,OR,PASSERIFORMES,Corvidae,Борнейская древесная сорока
6632,Dendrocitta formosae,OR,PASSERIFORMES,Corvidae,Серогрудая древесная сорока
6633,Dendrocitta leucogastra,OR,PASSERIFORMES,Corvidae,Белобрюхая древесная сорока
6634,Dendrocitta frontalis,OR,PASSERIFORMES,Corvidae,Масковая древесная сорока
6635,Dendrocitta bayleii,OR,PASSERIFORMES,Corvidae,Андаманская древесная сорока
6636,Crypsirina temia,OR,PASSERIFORMES,Corvidae,Чёрная ракетохвостая лесная сорока
6637,Crypsirina cucullata,OR,PASSERIFORMES,Corvidae,Ракетохвостая лесная сорока
6638,Temnurus temnurus,OR,PASSERIFORMES,Corvidae,Ракетохвостая сорока
6639,Pica pica,PAL,PASSERIFORMES,Corvidae,Сорока
6640,Pica mauritanica,AF,PASSERIFORMES,Corvidae,Магрибская сорока
6641,Pica asirensis,PAL,PASSERIFORMES,Corvidae,Аравийская сорока
6642,Pica bottanensis,OR,PASSERIFORMES,Corvidae,Тибетская сорока
6643,Pica serica,OR,PASSERIFORMES,Corvidae,Китайская сорока
6644,Zavattariornis stresemanni,AF,PASSERIFORMES,Corvidae,Кустарниковый ворон
6645,Podoces hendersoni,PAL,PASSERIFORMES,Corvidae,Монгольская сойка
6646,Podoces biddulphi,PAL,PASSERIFORMES,Corvidae,Белохвостая саксаульная сойка
6647,Podoces panderi,PAL,PASSERIFORMES,Corvidae,Саксаульная сойка
6648,Podoces pleskei,PAL,PASSERIFORMES,Corvidae,Персидская саксаульная сойка
6649,Nucifraga caryocatactes,PAL,PASSERIFORMES,Corvidae,Кедровка
6650,Nucifraga multipunctata,PAL,PASSERIFORMES,Corvidae,Кашмирская кедровка
6651,Pyrrhocorax pyrrhocorax,PAL,PASSERIFORMES,Corvidae,Клушица
6652,Pyrrhocorax graculus,PAL,PASSERIFORMES,Corvidae,Альпийская галка
6653,Ptilostomus afer,AF,PASSERIFORMES,Corvidae,Чёрная сорока
6654,Coloeus monedula,PAL,PASSERIFORMES,Corvidae,Галка
6655,Coloeus dauuricus,PAL,PASSERIFORMES,Corvidae,Даурская галка
6656,Corvus splendens,OR,PASSERIFORMES,Corvidae,Блестящий ворон
6657,Corvus moneduloides,AU,PASSERIFORMES,Corvidae,Новокаледонский ворон
6658,Corvus typicus,AU,PASSERIFORMES,Corvidae,Сулавесский ворон
6659,Corvus unicolor,AU,PASSERIFORMES,Corvidae,Бангайский ворон
6660,Corvus enca,"OR, AU",PASSERIFORMES,Corvidae,Малый ворон
