,IOC,Breeding Range,Order,Family,Serbian
4672,Thamnophilus multistriatus,SA,PASSERIFORMES,Thamnophilidae,Mravlji svračak sa prugastom ćubom
4673,Thamnophilus tenuepunctatus,SA,PASSERIFORMES,Thamnophilidae,Lined Antshrike
4674,Thamnophilus palliatus,SA,PASSERIFORMES,Thamnophilidae,Chestnut-backed Antshrike
4675,Thamnophilus bridgesi,MA,PASSERIFORMES,Thamnophilidae,Mravlji svračak sa crnom kapuljačom
4676,Thamnophilus nigriceps,"MA, SA",PASSERIFORMES,Thamnophilidae,Crni mravlji svračak
4677,Thamnophilus praecox,SA,PASSERIFORMES,Thamnophilidae,Cocha Antshrike
4678,Thamnophilus nigrocinereus,SA,PASSERIFORMES,Thamnophilidae,Blackish-grey Antshrike
4679,Thamnophilus cryptoleucus,SA,PASSERIFORMES,Thamnophilidae,Castelnau's Antshrike
4680,Thamnophilus aethiops,SA,PASSERIFORMES,Thamnophilidae,Mravlji svračak belih ramena
4681,Thamnophilus unicolor,SA,PASSERIFORMES,Thamnophilidae,Jednobojni mravlji svračak
4682,Thamnophilus schistaceus,SA,PASSERIFORMES,Thamnophilidae,Plain-winged Antshrike
4683,Thamnophilus murinus,SA,PASSERIFORMES,Thamnophilidae,Mišjesmeđi mravlji svračak
4684,Thamnophilus aroyae,SA,PASSERIFORMES,Thamnophilidae,Planinski mravlji svračak
4685,Thamnophilus atrinucha,"MA, SA",PASSERIFORMES,Thamnophilidae,Crnokapi mravlji svračak
4686,Thamnophilus punctatus,SA,PASSERIFORMES,Thamnophilidae,Severni škriljasti mravlji svračak
4687,Thamnophilus stictocephalus,SA,PASSERIFORMES,Thamnophilidae,Natterer's Slaty Antshrike
4688,Thamnophilus sticturus,SA,PASSERIFORMES,Thamnophilidae,Bolivijski škriljasti mravlji svračak
4689,Thamnophilus pelzelni,SA,PASSERIFORMES,Thamnophilidae,Planalto Slaty Antshrike
4690,Thamnophilus ambiguus,SA,PASSERIFORMES,Thamnophilidae,Sooretama Slaty Antshrike
4691,Thamnophilus amazonicus,SA,PASSERIFORMES,Thamnophilidae,Amazonski mravlji svračak
4692,Thamnophilus divisorius,SA,PASSERIFORMES,Thamnophilidae,Acre Antshrike
4693,Thamnophilus insignis,SA,PASSERIFORMES,Thamnophilidae,Mravlji svračak prugastih leđa
4694,Thamnophilus caerulescens,SA,PASSERIFORMES,Thamnophilidae,Raznobojni mravlji svračak
4695,Thamnophilus torquatus,SA,PASSERIFORMES,Thamnophilidae,Rufous-winged Antshrike
4696,Thamnophilus ruficapillus,SA,PASSERIFORMES,Thamnophilidae,Rufous-capped Antshrike
4697,Sakesphorus canadensis,SA,PASSERIFORMES,Thamnophilidae,Crnoćubi mravlji svračak
4698,Sakesphorus luctuosus,SA,PASSERIFORMES,Thamnophilidae,Sjajni mravlji svračak
4699,Radinopsyche sellowi,SA,PASSERIFORMES,Thamnophilidae,Caatinga Antwren
4700,Biatas nigropectus,SA,PASSERIFORMES,Thamnophilidae,Belobradi mravlji svračak
4701,Cymbilaimus lineatus,"MA, SA",PASSERIFORMES,Thamnophilidae,Fasciated Antshrike
4702,Cymbilaimus sanctaemariae,SA,PASSERIFORMES,Thamnophilidae,Bamboo Antshrike
4703,Taraba major,"MA, SA",PASSERIFORMES,Thamnophilidae,Great Antshrike
4704,Mackenziaena leachii,SA,PASSERIFORMES,Thamnophilidae,Large-tailed Antshrike
4705,Mackenziaena severa,SA,PASSERIFORMES,Thamnophilidae,Tufted Antshrike
4706,Frederickena viridis,SA,PASSERIFORMES,Thamnophilidae,Crnogrli mravlji svračak
4707,Frederickena unduliger,SA,PASSERIFORMES,Thamnophilidae,Undulated Antshrike
4708,Frederickena fulva,SA,PASSERIFORMES,Thamnophilidae,Žuti mravlji svračak
4709,Hypoedaleus guttatus,SA,PASSERIFORMES,Thamnophilidae,Spot-backed Antshrike
4710,Batara cinerea,SA,PASSERIFORMES,Thamnophilidae,Giant Antshrike
4711,Xenornis setifrons,"MA, SA",PASSERIFORMES,Thamnophilidae,Speckled Antshrike
4712,Pithys albifrons,SA,PASSERIFORMES,Thamnophilidae,Mravarka sa belom perjanicom
4713,Pithys castaneus,SA,PASSERIFORMES,Thamnophilidae,White-masked Antbird
4714,Phaenostictus mcleannani,"MA, SA",PASSERIFORMES,Thamnophilidae,Krupnopegava mravarka
4715,Gymnopithys bicolor,"MA, SA",PASSERIFORMES,Thamnophilidae,Bicolored Antbird
4716,Gymnopithys leucaspis,SA,PASSERIFORMES,Thamnophilidae,Mravarka belih obraza
4717,Gymnopithys rufigula,SA,PASSERIFORMES,Thamnophilidae,Riđogrla mravarka
4718,Oneillornis salvini,SA,PASSERIFORMES,Thamnophilidae,Belogrla mravarka
4719,Oneillornis lunulatus,SA,PASSERIFORMES,Thamnophilidae,Mravarka sa polumesečastim šarama
4720,Rhegmatorhina gymnops,SA,PASSERIFORMES,Thamnophilidae,Golooka mravarka
4721,Rhegmatorhina berlepschi,SA,PASSERIFORMES,Thamnophilidae,Arlekinska mravarka
4722,Rhegmatorhina hoffmannsi,SA,PASSERIFORMES,Thamnophilidae,Belogruda mravarka
4723,Rhegmatorhina cristata,SA,PASSERIFORMES,Thamnophilidae,Smeđoćuba mravarka
4724,Rhegmatorhina melanosticta,SA,PASSERIFORMES,Thamnophilidae,Čupava mravarka
4725,Phlegopsis nigromaculata,SA,PASSERIFORMES,Thamnophilidae,Crnopega golooka
4726,Phlegopsis erythroptera,SA,PASSERIFORMES,Thamnophilidae,Golooka sa crvenim krilima
4727,Phlegopsis borbae,SA,PASSERIFORMES,Thamnophilidae,Bledolika golooka
4728,Willisornis poecilinotus,SA,PASSERIFORMES,Thamnophilidae,Mravarka ljuskastih leđa
4729,Willisornis vidua,SA,PASSERIFORMES,Thamnophilidae,Mravarka sa reke Šingu
4730,Drymophila ferruginea,SA,PASSERIFORMES,Thamnophilidae,Rđasta mravarka
4731,Drymophila rubricollis,SA,PASSERIFORMES,Thamnophilidae,Bertoni's Antbird
4732,Drymophila genei,SA,PASSERIFORMES,Thamnophilidae,Riđorepa mravarka
4733,Drymophila ochropyga,SA,PASSERIFORMES,Thamnophilidae,Ochre-rumped Antbird
4734,Drymophila malura,SA,PASSERIFORMES,Thamnophilidae,Mravarka tamnog repa
4735,Drymophila squamata,SA,PASSERIFORMES,Thamnophilidae,Scaled Antbird
4736,Drymophila devillei,SA,PASSERIFORMES,Thamnophilidae,Striated Antbird
4737,Drymophila hellmayri,SA,PASSERIFORMES,Thamnophilidae,Santa Marta Antbird
4738,Drymophila klagesi,SA,PASSERIFORMES,Thamnophilidae,Klages's Antbird
4739,Drymophila caudata,SA,PASSERIFORMES,Thamnophilidae,Istočnoandska mravarka
4740,Drymophila striaticeps,SA,PASSERIFORMES,Thamnophilidae,Streak-headed Antbird
4741,Hypocnemis cantator,SA,PASSERIFORMES,Thamnophilidae,Guianan Warbling Antbird
4742,Hypocnemis flavescens,SA,PASSERIFORMES,Thamnophilidae,Imeri Warbling Antbird
4743,Hypocnemis peruviana,SA,PASSERIFORMES,Thamnophilidae,Peruvian Warbling Antbird
4744,Hypocnemis subflava,SA,PASSERIFORMES,Thamnophilidae,Yellow-breasted Warbling Antbird
4745,Hypocnemis ochrogyna,SA,PASSERIFORMES,Thamnophilidae,Rondonijska pevajuća mravarka
4746,Hypocnemis striata,SA,PASSERIFORMES,Thamnophilidae,Spiksova pevajuća mravarka
4747,Hypocnemis rondoni,SA,PASSERIFORMES,Thamnophilidae,Manicore Warbling Antbird
4748,Hypocnemis hypoxantha,SA,PASSERIFORMES,Thamnophilidae,Yellow-browed Antbird
4749,Sciaphylax hemimelaena,SA,PASSERIFORMES,Thamnophilidae,Southern Chestnut-tailed Antbird
4750,Sciaphylax castanea,SA,PASSERIFORMES,Thamnophilidae,Northern Chestnut-tailed Antbird
4751,Cercomacroides laeta,SA,PASSERIFORMES,Thamnophilidae,Willis's Antbird
4752,Cercomacroides parkeri,SA,PASSERIFORMES,Thamnophilidae,Parker's Antbird
4753,Cercomacroides nigrescens,SA,PASSERIFORMES,Thamnophilidae,Crnkasta muharka
4754,Cercomacroides fuscicauda,SA,PASSERIFORMES,Thamnophilidae,Riparian Antbird
4755,Cercomacroides tyrannina,"MA, SA",PASSERIFORMES,Thamnophilidae,Tamna mravarka
4756,Cercomacroides serva,SA,PASSERIFORMES,Thamnophilidae,Crna muharka
4757,Cercomacra manu,SA,PASSERIFORMES,Thamnophilidae,Manu Antbird
4758,Cercomacra brasiliana,SA,PASSERIFORMES,Thamnophilidae,Rio de Janeiro Antbird
4759,Cercomacra cinerascens,SA,PASSERIFORMES,Thamnophilidae,Grey Antbird
4760,Cercomacra melanaria,SA,PASSERIFORMES,Thamnophilidae,Mato Grosso Antbird
4761,Cercomacra ferdinandi,SA,PASSERIFORMES,Thamnophilidae,Bananal Antbird
4762,Cercomacra nigricans,"MA, SA",PASSERIFORMES,Thamnophilidae,Jet Antbird
4763,Cercomacra carbonaria,SA,PASSERIFORMES,Thamnophilidae,Rio Branco Antbird
4764,Myrmoderus ferrugineus,SA,PASSERIFORMES,Thamnophilidae,Mravarka rđastih leđa
4765,Myrmoderus eowilsoni,SA,PASSERIFORMES,Thamnophilidae,Cordillera Azul Antbird
4766,Myrmoderus ruficauda,SA,PASSERIFORMES,Thamnophilidae,Scalloped Antbird
4767,Myrmoderus loricatus,SA,PASSERIFORMES,Thamnophilidae,White-bibbed Antbird
4768,Myrmoderus squamosus,SA,PASSERIFORMES,Thamnophilidae,Squamate Antbird
4769,Hypocnemoides melanopogon,SA,PASSERIFORMES,Thamnophilidae,Crnobrada mravarka
4770,Hypocnemoides maculicauda,SA,PASSERIFORMES,Thamnophilidae,Mravarka sa trakastim repom
4771,Hylophylax naevioides,"MA, SA",PASSERIFORMES,Thamnophilidae,Crvenokrila pegava mravarka
4772,Hylophylax naevius,SA,PASSERIFORMES,Thamnophilidae,Sivolika pegava mravarka
4773,Hylophylax punctulatus,SA,PASSERIFORMES,Thamnophilidae,Smeđoglava pegava mravarka
4774,Sclateria naevia,SA,PASSERIFORMES,Thamnophilidae,Srebrna mravarka
4775,Myrmelastes hyperythrus,SA,PASSERIFORMES,Thamnophilidae,Plumbeous Antbird
4776,Myrmelastes schistaceus,SA,PASSERIFORMES,Thamnophilidae,Slate-colored Antbird
4777,Myrmelastes leucostigma,SA,PASSERIFORMES,Thamnophilidae,Spot-winged Antbird
4778,Myrmelastes humaythae,SA,PASSERIFORMES,Thamnophilidae,Humaita Antbird
4779,Myrmelastes brunneiceps,SA,PASSERIFORMES,Thamnophilidae,Brownish-headed Antbird
4780,Myrmelastes rufifacies,SA,PASSERIFORMES,Thamnophilidae,Rufous-faced Antbird
4781,Myrmelastes saturatus,SA,PASSERIFORMES,Thamnophilidae,Roraiman Antbird
4782,Myrmelastes caurensis,SA,PASSERIFORMES,Thamnophilidae,Caura Antbird
4783,Poliocrania exsul,"MA, SA",PASSERIFORMES,Thamnophilidae,Chestnut-backed Antbird
4784,Ampelornis griseiceps,SA,PASSERIFORMES,Thamnophilidae,Grey-headed Antbird
4785,Sipia berlepschi,SA,PASSERIFORMES,Thamnophilidae,Kusorepa mravarka
4786,Sipia nigricauda,SA,PASSERIFORMES,Thamnophilidae,Esmeraldas Antbird
4787,Sipia palliata,SA,PASSERIFORMES,Thamnophilidae,Magdalena Antbird
4788,Sipia laemosticta,MA,PASSERIFORMES,Thamnophilidae,Dull-mantled Antbird
4789,Myrmeciza longipes,SA,PASSERIFORMES,Thamnophilidae,White-bellied Antbird
4790,Myrmoborus melanurus,SA,PASSERIFORMES,Thamnophilidae,Crnorepa mravarka
4791,Myrmoborus lophotes,SA,PASSERIFORMES,Thamnophilidae,White-lined Antbird
4792,Myrmoborus myotherinus,SA,PASSERIFORMES,Thamnophilidae,Crnolika mravarka
4793,Myrmoborus leucophrys,SA,PASSERIFORMES,Thamnophilidae,Beloobrvasta mravarka
4794,Myrmoborus lugubris,SA,PASSERIFORMES,Thamnophilidae,Mravarka sa pepeljastim grudima
4795,Gymnocichla nudiceps,"MA, SA",PASSERIFORMES,Thamnophilidae,Bare-crowned Antbird
4796,Pyriglena maura,SA,PASSERIFORMES,Thamnophilidae,Zapadna vatrooka mravarka
4797,Pyriglena similis,SA,PASSERIFORMES,Thamnophilidae,Vatrooka mravarka sa reke Tapažos
4798,Pyriglena leuconota,SA,PASSERIFORMES,Thamnophilidae,Istočnoamazonska vatrooka mravarka
4799,Pyriglena atra,SA,PASSERIFORMES,Thamnophilidae,Crna vatrooka mravarka
4800,Pyriglena leucoptera,SA,PASSERIFORMES,Thamnophilidae,Belokrila vatrooka mravarka
4801,Rhopornis ardesiacus,SA,PASSERIFORMES,Thamnophilidae,Bromelijina mravarka
4802,Percnostola rufifrons,SA,PASSERIFORMES,Thamnophilidae,Black-headed Antbird
4803,Percnostola arenarum,SA,PASSERIFORMES,Thamnophilidae,Allpahuayo Antbird
4804,Akletos melanoceps,SA,PASSERIFORMES,Thamnophilidae,White-shouldered Antbird
4805,Akletos goeldii,SA,PASSERIFORMES,Thamnophilidae,Goeldi's Antbird
4806,Hafferia fortis,SA,PASSERIFORMES,Thamnophilidae,Čađava mravarka
4807,Hafferia immaculata,"MA, SA",PASSERIFORMES,Thamnophilidae,Blue-lored Antbird
4808,Hafferia zeledoni,"MA, SA",PASSERIFORMES,Thamnophilidae,Zeledon's Antbird
4809,Formicarius colma,SA,PASSERIFORMES,Formicariidae,Rufous-capped Antthrush
4810,Formicarius analis,"MA, SA",PASSERIFORMES,Formicariidae,Black-faced Antthrush
4811,Formicarius moniliger,MA,PASSERIFORMES,Formicariidae,Mayan Antthrush
4812,Formicarius rufifrons,SA,PASSERIFORMES,Formicariidae,Mravlji drozd riđeg čela
4813,Formicarius nigricapillus,"MA, SA",PASSERIFORMES,Formicariidae,Black-headed Antthrush
4814,Formicarius rufipectus,"MA, SA",PASSERIFORMES,Formicariidae,Mravlji drozd riđih grudi
4815,Chamaeza campanisona,SA,PASSERIFORMES,Formicariidae,Short-tailed Antthrush
4816,Chamaeza nobilis,SA,PASSERIFORMES,Formicariidae,Striated Antthrush
4817,Chamaeza meruloides,SA,PASSERIFORMES,Formicariidae,Cryptic Antthrush
4818,Chamaeza ruficauda,SA,PASSERIFORMES,Formicariidae,Riđorepi mravlji drozd
4819,Chamaeza turdina,SA,PASSERIFORMES,Formicariidae,Schwartz's Antthrush
4820,Chamaeza mollissima,SA,PASSERIFORMES,Formicariidae,Barred Antthrush
4821,Grallaria squamigera,SA,PASSERIFORMES,Grallariidae,Talasasta mravlja pita
4822,Grallaria gigantea,SA,PASSERIFORMES,Grallariidae,Džinovska mravlja pita
4823,Grallaria excelsa,SA,PASSERIFORMES,Grallariidae,Velika mravlja pita
4824,Grallaria varia,SA,PASSERIFORMES,Grallariidae,Šarena mravlja pita
4825,Grallaria alleni,SA,PASSERIFORMES,Grallariidae,Brkata mravlja pita
4826,Grallaria guatimalensis,"MA, SA",PASSERIFORMES,Grallariidae,Gvatemalska ljuskasta mravlja pita
4827,Grallaria chthonia,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Tačire
4828,Grallaria haplonota,SA,PASSERIFORMES,Grallariidae,Mravlja pita jednobojnih leđa
4829,Grallaria dignissima,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa oker prugama
4830,Grallaria eludens,SA,PASSERIFORMES,Grallariidae,Skrovita mravlja pita
4831,Grallaria ruficapilla,SA,PASSERIFORMES,Grallariidae,Mravlja pita kestenjastih grudi
4832,Grallaria watkinsi,SA,PASSERIFORMES,Grallariidae,Votkinsova mravlja pita
4833,Grallaria bangsi,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa ostrva Sveta Marta
4834,Grallaria kaestneri,SA,PASSERIFORMES,Grallariidae,Kestnerova mravlja pita
4835,Grallaria andicolus,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa prugastom glavom
4836,Grallaria griseonucha,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa sivim zatiljkom
4837,Grallaria ridgelyi,SA,PASSERIFORMES,Grallariidae,Hokotoko mravlja pita
4838,Grallaria nuchalis,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa kestenjastim zatiljkom
4839,Grallaria carrikeri,SA,PASSERIFORMES,Grallariidae,Svetlokljuna mravlja pita
4840,Grallaria albigula,SA,PASSERIFORMES,Grallariidae,Belogrla mravlja pita
4841,Grallaria flavotincta,SA,PASSERIFORMES,Grallariidae,Žutogruda mravlja pita
4842,Grallaria hypoleuca,SA,PASSERIFORMES,Grallariidae,Belotrba mravlja pita
4843,Grallaria przewalskii,SA,PASSERIFORMES,Grallariidae,Prževalskijeva mravlja pita
4844,Grallaria capitalis,SA,PASSERIFORMES,Grallariidae,Crvenkastosmeđa mravlja pita
4845,Grallaria erythroleuca,SA,PASSERIFORMES,Grallariidae,Crveno-bela mravlja pita
4846,Grallaria spatiator,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa Sijera Nevade
4847,Grallaria saltuensis,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa planine Periha
4848,Grallaria rufula,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Muiske
4849,Grallaria rufocinerea,SA,PASSERIFORMES,Grallariidae,Dvobojna mravlja pita
4850,Grallaria alvarezi,SA,PASSERIFORMES,Grallariidae,Čami mravlja pita
4851,Grallaria saturata,SA,PASSERIFORMES,Grallariidae,Ekvatorijalna mravlja pita
4852,Grallaria cajamarcae,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Kahamarke
4853,Grallaria blakei,SA,PASSERIFORMES,Grallariidae,Kestenjasta mravlja pita
4854,Grallaria gravesi,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Čačapojasa
4855,Grallaria oneilli,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Panaoa
4856,Grallaria obscura,SA,PASSERIFORMES,Grallariidae,Juninska mravlja pita
4857,Grallaria centralis,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Oksapampe
4858,Grallaria ayacuchensis,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Ajakuča
4859,Grallaria occabambae,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Urubambe
4860,Grallaria sinaensis,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Puna
4861,Grallaria cochabambae,SA,PASSERIFORMES,Grallariidae,Bolivijska mravlja pita
4862,Grallaria quitensis,SA,PASSERIFORMES,Grallariidae,Žućkasta mravlja pita
4863,Grallaria alticola,SA,PASSERIFORMES,Grallariidae,Boyaca Antpitta
4864,Grallaria atuensis,SA,PASSERIFORMES,Grallariidae,Atuen Antpitta
4865,Grallaria milleri,SA,PASSERIFORMES,Grallariidae,Milerova mravlja pita
4866,Grallaria urraoensis,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz oblasti Urao
4867,Grallaria erythrotis,SA,PASSERIFORMES,Grallariidae,Riđolika mravlja pita
4868,Cryptopezus nattereri,SA,PASSERIFORMES,Grallariidae,Mravlja pita tačkastih grudi
4869,Hylopezus perspicillatus,"MA, SA",PASSERIFORMES,Grallariidae,Mravlja pita sa prugastim grudima
4870,Hylopezus macularius,SA,PASSERIFORMES,Grallariidae,Pegava mravlja pita
4871,Hylopezus paraensis,SA,PASSERIFORMES,Grallariidae,Snethlage's Antpitta
4872,Hylopezus whittakeri,SA,PASSERIFORMES,Grallariidae,Vitakerova mravlja pita
4873,Hylopezus auricularis,SA,PASSERIFORMES,Grallariidae,Maskirana mravlja pita
4874,Hylopezus ochroleucus,SA,PASSERIFORMES,Grallariidae,Beloobrvasta mravlja pita
4875,Myrmothera fulviventris,SA,PASSERIFORMES,Grallariidae,Beločela mravlja pita
4876,Myrmothera berlepschi,SA,PASSERIFORMES,Grallariidae,Amazonska mravlja pita
4877,Myrmothera dives,"MA, SA",PASSERIFORMES,Grallariidae,Žbunjačka mravlja pita
4878,Myrmothera simplex,SA,PASSERIFORMES,Grallariidae,Mravlja pita iz Tepuija
4879,Myrmothera campanisona,SA,PASSERIFORMES,Grallariidae,Drozdolika mravlja pita
4880,Myrmothera subcanescens,SA,PASSERIFORMES,Grallariidae,Tapažos mravlja pita
4881,Grallaricula flavirostris,"MA, SA",PASSERIFORMES,Grallariidae,Mravlja pita oker grudi
4882,Grallaricula loricata,SA,PASSERIFORMES,Grallariidae,Venecuelanska ljuskasta mravlja pita
4883,Grallaricula cucullata,SA,PASSERIFORMES,Grallariidae,Kapuljačasta mravlja pita
4884,Grallaricula peruviana,SA,PASSERIFORMES,Grallariidae,Peruanska mravlja pita
4885,Grallaricula ochraceifrons,SA,PASSERIFORMES,Grallariidae,Mravlja pita sa oker čelom
4886,Grallaricula ferrugineipectus,SA,PASSERIFORMES,Grallariidae,Mravlja pita rđastih grudi
4887,Grallaricula leymebambae,SA,PASSERIFORMES,Grallariidae,Lejmebamba mravlja pita
4888,Grallaricula nana,SA,PASSERIFORMES,Grallariidae,Sivočela mravlja pita
4889,Grallaricula cumanensis,SA,PASSERIFORMES,Grallariidae,Venecuelanska sivočela mravlja pita
4890,Grallaricula lineifrons,SA,PASSERIFORMES,Grallariidae,Belolika mravlja pita
4891,Conopophaga lineata,SA,PASSERIFORMES,Conopophagidae,Riđa mušičarka
4892,Conopophaga aurita,SA,PASSERIFORMES,Conopophagidae,Mušičarka sa kestenjastim pojasem
4893,Conopophaga snethlageae,SA,PASSERIFORMES,Conopophagidae,Black-breasted Gnateater
4894,Conopophaga roberti,SA,PASSERIFORMES,Conopophagidae,Kapuljačasta mušičarka
4895,Conopophaga peruviana,SA,PASSERIFORMES,Conopophagidae,Mušičarka pepeljastog grla
4896,Conopophaga cearae,SA,PASSERIFORMES,Conopophagidae,Seara mušičarka
4897,Conopophaga ardesiaca,SA,PASSERIFORMES,Conopophagidae,Siva mušičarka
4898,Conopophaga castaneiceps,SA,PASSERIFORMES,Conopophagidae,Mušičarka kestenjaste glave
4899,Conopophaga melanops,SA,PASSERIFORMES,Conopophagidae,Crnolika mušičarka
4900,Conopophaga melanogaster,SA,PASSERIFORMES,Conopophagidae,Crnotrba mušičarka
4901,Pittasoma michleri,"MA, SA",PASSERIFORMES,Conopophagidae,Crnokapa mravlja pita
4902,Pittasoma rufopileatum,SA,PASSERIFORMES,Conopophagidae,Riđokapa mravlja pita
4903,Acropternis orthonyx,SA,PASSERIFORMES,Rhinocryptidae,Pegavi tapakulo
4904,Pteroptochos castaneus,SA,PASSERIFORMES,Rhinocryptidae,Smeđogrli turko
4905,Pteroptochos tarnii,SA,PASSERIFORMES,Rhinocryptidae,Crnogrli turko
4906,Pteroptochos megapodius,SA,PASSERIFORMES,Rhinocryptidae,Brkati turko
4907,Scelorchilus albicollis,SA,PASSERIFORMES,Rhinocryptidae,Belogrli tapakulo
4908,Scelorchilus rubecula,SA,PASSERIFORMES,Rhinocryptidae,Crvendać tapakulo
4909,Rhinocrypta lanceolata,SA,PASSERIFORMES,Rhinocryptidae,Ćubasti galito
4910,Teledromas fuscus,SA,PASSERIFORMES,Rhinocryptidae,Sivkasti galito
4911,Liosceles thoracicus,SA,PASSERIFORMES,Rhinocryptidae,Amazonski tapakulo
4912,Psilorhamphus guttatus,SA,PASSERIFORMES,Rhinocryptidae,Pegavi bambusov carić
4913,Merulaxis ater,SA,PASSERIFORMES,Rhinocryptidae,Slaty Bristlefront
4914,Merulaxis stresemanni,SA,PASSERIFORMES,Rhinocryptidae,Stresemann's Bristlefront
4915,Eugralla paradoxa,SA,PASSERIFORMES,Rhinocryptidae,Ochre-flanked Tapaculo
4916,Myornis senilis,SA,PASSERIFORMES,Rhinocryptidae,Ash-colored Tapaculo
4917,Eleoscytalopus indigoticus,SA,PASSERIFORMES,Rhinocryptidae,Belogrudi tapakulo
4918,Eleoscytalopus psychopompus,SA,PASSERIFORMES,Rhinocryptidae,Baijski tapakulo
4919,Scytalopus iraiensis,SA,PASSERIFORMES,Rhinocryptidae,Močvarski tapakulo
4920,Scytalopus diamantinensis,SA,PASSERIFORMES,Rhinocryptidae,Diamantina Tapaculo
4921,Scytalopus novacapitalis,SA,PASSERIFORMES,Rhinocryptidae,Brazilijanski tapakulo
4922,Scytalopus petrophilus,SA,PASSERIFORMES,Rhinocryptidae,Rock Tapaculo
4923,Scytalopus pachecoi,SA,PASSERIFORMES,Rhinocryptidae,Planalto Tapaculo
4924,Scytalopus gonzagai,SA,PASSERIFORMES,Rhinocryptidae,Boa Nova Tapaculo
4925,Scytalopus speluncae,SA,PASSERIFORMES,Rhinocryptidae,Mouse-colored Tapaculo
4926,Scytalopus fuscus,SA,PASSERIFORMES,Rhinocryptidae,Tamni tapakulo
4927,Scytalopus magellanicus,SA,PASSERIFORMES,Rhinocryptidae,Magellanic Tapaculo
4928,Scytalopus affinis,SA,PASSERIFORMES,Rhinocryptidae,Ancash Tapaculo
4929,Scytalopus krabbei,SA,PASSERIFORMES,Rhinocryptidae,Belokrili tapakulo
4930,Scytalopus androstictus,SA,PASSERIFORMES,Rhinocryptidae,Tapakulo iz Lohe
4931,Scytalopus opacus,SA,PASSERIFORMES,Rhinocryptidae,Paramo Tapaculo
4932,Scytalopus canus,SA,PASSERIFORMES,Rhinocryptidae,Paramillo Tapaculo
4933,Scytalopus superciliaris,SA,PASSERIFORMES,Rhinocryptidae,Tapakulo sa belom obrvom
4934,Scytalopus zimmeri,SA,PASSERIFORMES,Rhinocryptidae,Zimmer's Tapaculo
4935,Scytalopus simonsi,SA,PASSERIFORMES,Rhinocryptidae,Punski tapakulo
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,Diademed Tapaculo
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,Vilcabamba Tapaculo
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,Ampay Tapaculo
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,Jalca Tapaculo
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,Neblina Tapaculo
